new_id;root_bogdan;root_form;mpnl;norm;par_index;extent;Reference
7573;140;вэд;съ.(вэд).т.ь;съвэсть;1/f;;
7574;140;вэд;съ.(вэд).т.ьн.ъ;съвэстьнъ;2/a;;
7575;140;вэд;съ.(вэд).т.ьств.ов.а.т.и;съвэстьствовати;6;;
7576;137;вэт;съ.(вэт).ов.а.т.и;съвэтовати;6;;815
7577;137;вэт;съ.(вэт).ъ;съвэтъ;2/m;;815
7578;137;вэт;съ.(вэт).ьн.ик.ъ;съвэтьникъ;2/m;;815
7579;137;вэщ;съ.(вэщ).а.в.а.т.и;съвэщавати;7;;815
7580;137;вэщ;съ.(вэщ).а.т.и;съвэщати;7;;815
7581;148;вяз;съ.(вяз).а.т.и;съвязати;3;;655, 817
7582;148;вяз;съ.(вяз).ов.а.т.и;съвязовати;6;;655, 817
7583;148;вяз;съ.(вяз).ьН.ь;съвязьНь;2/a;;655, 817
7584;154;гар;съ.(гар).а.т.и;съгарати;7;;749
7585;159;гла.гол;съ.((гла.гол)).а.т.и;съглаголати;3;;819, 835
7586;162;глас;съ.(глас).ьн.ъ;съгласьнъ;2/a;;819
7587;168;гляд;съ.(гляд).а.т.и;съглядати;7;;
7588;171;гни;съ.(гни).т.и;съгнити;4h*);;733
7589;172;гнэв;съ.(гнэв).а.т.и;съгнэвати;7;;
7590;153;гон;съ.(гон).и.т.и;съгонити;1;;683, 818
7591;154;гор;съ.(гор).э.т.и;съгорэти;2;;749
7592;189;готов;съ.((готов)).а.т.и;съготовати;7;;
7593;189;готов;съ.((готов)).и.т.и;съготовити;1;;
7594;198;гръЖ;съ.(гръЖ).а.т.и;съгръЖати;7;;
7595;154;грэ;съ.(грэ).в.а.т.и;съгрэвати;7;;749
7596;205;грэз;съ.(грэз).и.т.и;съгрэзити;1;;
7597;154;грэ;съ.(грэ).т.и;съгрэти;4v;;749
7598;154;грэ;съ.(грэ).ш.а.т.и;съгрэшати;7;;749
7599;154;грэ;съ.(грэ).ш.ен.ьЁ.е;съгрэшениЕ;2/n;;749
7600;154;грэ;съ.(грэ).ш.и.т.и;съгрэшити;1;;749
7607;237;дол;съ.(дол).э.т.и;съдолэти;7;;
7609;241;драв;съ.(драв).ьЁ.е;съдравиЕ;2/n;;
7610;241;драв;съ.(драв).ъ;съдравъ;2/a;;
7611;246;дроб;съ.(дроб).и.т.и;съдробити;1;;
7612;248;друж;съ.(друж).и.т.и;съдружити;1;;
7613;250;дрьж;съ.(дрьж).э.т.и;съдрьжати;2;;
7614;261;дых;съ.(дых).а.н.ьЁ.е;съдыханиЕ;2/n;;706
7615;225;дэ;съ.(дэё).а.н.ьЁ.е;съдэАниЕ;2/n;;822
7616;225;дэ;съ.(дэё).а.т.и;съдэАти;3;;822
7617;225;дэ;съ.(дэ).в.а.т.и;съдэвати;7;;822
7618;225;дэ;съ.(дэё).ьств.о;съдэиство;2/n;;822
7619;225;дэ;съ.(дэё).ьств.ов.а.т.и;съдэиствовати;6;;822
7620;225;дэ;съ.(дэё).ьств.ьн.ик.ъ;съдэиствьникъ;2/m;;822
7621;225;дэ;съ.(дэ).л.а.т.и;съдэлати;7;;822
7622;225;дэ;съ.(дэ).т.еЛ.ь;съдэтеЛь;2/m*;;822
7623;225;дэ;съ.(дэ).т.еЛ.ьн.ъ;съдэтеЛьнъ;2/a;;822
7624;279;жэг;съ.(жэг).а.т.и;съжагати;7;;668
7625;281;жэл;съ.(жэл).и.т.и;съжалити;1;;658
7626;279;жеж;съ.(жеж).ен.ьЁ.е;съжежениЕ;2/n;;668
7627;279;жег;съ.(жег).т.и;съжещи;4c@;;668
7628;279;жиЗ;съ.(жиЗ).а.т.и;съжиЗати;7;;668
7629;290;жим;съ.(жим).а.т.и;съжимати;7;;690
7630;290;жя;съ.(жя).т.и;съжяти;4h;;690
7633;315;зид;съ.(зид).а.т.и;съзидати;7;;659
7634;309;зир;съ.(зир).а.т.и;съзирати;7;;62, 753
7635;322;зор;съ.(зор).и.т.и;съзорити;1;;62, 754
7636;322;зрь;съ.(зрь).н.о;съзрьно;2/n;;62, 754
7637;323;зъв;съ.(зъв).а.т.и;съзъвати;3°*;;678, 708
7638;323;зыв;съ.(зыв).а.т.и;съзывати;7;;678, 708
7639;315;зьд;съ.(зьд).а.н.ьЁ.е;съзьданиЕ;2/n;;659
7640;315;зьд;съ.(зьд).а.т.еЛ.ь;съзьдатеЛь;2/m*;;659
7641;315;зьд;съ.(зьд).а.т.и;съзьдати;3*;;659
7642;322;зьр;съ.(зьр).э.т.и;съзьрэти;7;;62, 754
7643;140;вэд;съ.из.(вэд).т.ов.а.т.и;съизвэстовати;6;;
7645;394;кЛуч;съ.(кЛуч).и.т.и;съкЛючити;1;;
7646;363;каз;съ.(каз).а.н.ьЁ.е;съказаниЕ;2/n;;
7647;363;каз;съ.(каз).а.т.еЛ.ь;съказатеЛь;2/m*;;
7648;363;каз;съ.(каз).а.т.и;съказати;3;;
7649;363;каз;съ.(каз).ов.а.т.и;съказовати;6;;
7650;478;кйт;съ.(кйт).а.т.и;съкйтати;7;;
7651;389;клэст;съ.(клэст).и.т.и;съклэстити;1;;
7652;389;клэщ;съ.(клэщ).а.т.и;съклэщати;7;;
7653;408;кон;съ.(кон).ьч.а.в.а.т.и;съконьчавати;7;;
7654;408;кон;съ.(кон).ьч.а.н.ьЁ.е;съконьчаниЕ;2/n;;
7655;408;кон;съ.(кон).ьч.а.т.и;съконьчати;7;;
7656;431;крат;съ.(крат).и.т.и;съкратити;1;;
7657;438;кров;съ.(кров).ищ.е;съкровище;2/n;;679, 710
7658;438;кров;съ.(кров).ъ;съкровъ;2/m;;679, 710
7659;438;кров;съ.(кров).ьн.ъ;съкровьнъ;2/a;;679, 710
7660;443;круш;съ.(круш).а.т.и;съкрушати;7;;
7661;443;круш;съ.(круш).ен.ьЁ.е;съкрушениЕ;2/n;;
7662;443;круш;съ.(круш).и.т.и;съкрушити;1;;
7663;438;крыв;съ.(крыв).а.т.и;съкрывати;7;;679, 710
7664;438;кры;съ.(кры).т.и;съкрыти;4h*%);;679, 710
7665;459;купЛ;съ.(купЛ).ен.ьЁ.е;съкупЛЕниЕ;2/n;;
7666;459;куп;съ.(куп).и.т.и;съкупити;1;;
7667;471;кыд;съ.(кыд).а.т.и;съкыдати;7;;
7668;482;лаг;съ.(лаг).а.т.и;сълагати;7;;827
7669;484;лаз;съ.(лаз).и.т.и;сълазити;1;;662
7670;484;лаз;съ.(лаз).ъ;сълазъ;2/m;;662
7671;486;ламЛ;съ.(ламЛ).а.т.и;съламЛАти;7;;657
7672;916;съл;(съл).а.т.и;сълати;3;;660
7673;482;леж;съ.(леж).э.т.и;сълежати;2;;827
7674;491;лиЁ;съ.(лиЁ).а.т.и;сълиАти;3*;;736
7675;493;лик;съ.(лик).ъств.ов.а.т.и;съликъствовати;6;;
7676;498;лич;съ.(лич).ьн.ъ;съличьнъ;2/a;;
7677;528;лйк;съ.(лйк).ъ;сълйкъ;2/a;;
7678;482;лог;съ.(лог).ъ;сълогъ;2/m;;827
7679;482;лож;съ.(лож).ен.ьЁ.е;съложениЕ;2/n;;827
7680;482;лож;съ.(лож).и.т.и;съложити;1;;827
7681;486;лом;съ.(лом).и.т.и;съломити;1;;657
7682;509;луч;съ.(луч).аЁ.ь;сълучаи;2/m;;
7683;509;луч;съ.(луч).а.т.и;сълучати;7;;
7684;509;луч;съ.(луч).и.т.и;сълучити;1;;
7685;916;съл;(съл).ъ;сълъ;2/m;;660
7686;512;лъг;съ.(лъг).а.т.и;сълъгати;3;;660
7687;484;лэз;съ.(лэз).т.и;сълэсти;4c;;662
7688;526;ляц;съ.(ляц).а.т.и;съляцати;3;;695
7689;526;ляк;съ.(ляк).т.и;сълящи;4c;;695
7690;542;матР;съ.(матР).а.т.и;съматРАти;7;;657
7691;545;мет;съ.(мет).т.и;съмести;4c;;661, 669
7693;551;миР;съ.(миР).а.т.и;съмиРАти;7;;
7694;551;миР;съ.(миР).ен.ьЁ.е;съмиРЕниЕ;2/n;;
7695;549;мил;съ.(мил).и.т.и;съмилити;1;;
7696;551;мир;съ.(мир).и.т.и;съмирити;1;;
7697;597;мйт;съ.(мйт).и.т.и;съмйтити;1;;697
7698;597;мйщ;съ.(мйщ).а.н.ьЁ.е;съмйщаниЕ;2/n;;697
7699;597;мйщ;съ.(мйщ).а.т.и;съмйщати;7;;697
7700;597;мйщ;съ.(мйщ).ен.ьЁ.е;съмйщениЕ;2/n;;697
7701;553;млэ;съ.(млэ).т.и;съмлэти;4h•;;777
7702;542;мотР;съ.(мотР).а.т.и;съмотРАти;7;;657
7703;542;мотР;съ.(мотР).ен.ьЁ.е;съмотРЕниЕ;2/n;;657
7704;542;мотр;съ.(мотр).и.т.и;съмотрити;1;;657
7705;542;мотр;съ.(мотр).ьл.ив.ьн.ъ;съмотрьливьнъ;2/a;;657
7706;566;мръз;съ.(мръз).ен.ьЁ.е;съмръзениЕ;2/n;;681, 757
7707;566;мръз;съ.(мръз).н.й.т.и;съмръзнйти;5;;681, 757
7710;539;мрь;съ.(мрь).т.ь;съмрьть;1/f;;756, 835
7711;539;мрь;съ.(мрь).т.ьн.ъ;съмрьтьнъ;2/a;;756, 835
7712;578;мысл;съ.(мысл).и.т.и;съмыслити;1;;
7713;578;мысл;съ.(мысл).ъ;съмыслъ;2/m;;
7714;578;мысл;съ.(мысл).ьн.ъ;съмысльнъ;2/a;;
7715;578;мышЛ;съ.(мышЛ).а.т.и;съмышЛАти;7;;
7716;590;мэР;съ.(мэР).а.т.и;съмэРАти;7;;
7717;590;мэР;съ.(мэР).ен.ьЁ.е;съмэРЕниЕ;2/n;;
7718;548;мэж;съ.(мэж).а.т.и;съмэжати;7;;663
7719;548;мэж;съ.(мэж).и.т.и;съмэжити;1;;663
7721;590;мэр;съ.(мэр).и.т.и;съмэрити;1;;
7722;590;мэр;съ.(мэр).ьн.ъ;съмэрьнъ;2/a;;
7723;591;мэс;съ.(мэс).и.т.и;съмэсити;1;;
7724;586;мэ;съ.(мэ).т.и;съмэти;4v;;653
7725;591;мэш;съ.(мэш).а.т.и;съмэшати;7;;
7726;591;мэш;съ.(мэш).ен.ьЁ.е;съмэшениЕ;2/n;;
7727;597;мят;съ.(мят).т.и;съмясти;4c;;697
7728;597;мят;съ.(мят).ен.ьЁ.е;съмятениЕ;2/n;;697
7729;63;бъд;съ.на.(бъд).э.т.и;сънабъдэти;2;;704
7730;607;нес;съ.(нес).т.и;сънести;4c;;661, 670
7731;918;съп;(съп).н.ьЁ.е;съниЕ;2/n;;660
7732;334;им;сън.(им).а.т.и;сънимати;7;;655, 691
7733;335;иск;сън.(иск).а.т.и;сънискати;3°;;655
7734;329;и;сън.(и).т.и;сънити;0;;826
7735;329;и;сън.(и).т.ьЁ.е;сънитиЕ;2/n;;826
7736;12;ор;сън.(ор).и.т.и;сънорити;1;;657
7737;1012;уз;сън.(уз).ьн.ъ;сънузьнъ;2/a;;655, 817
7738;918;съп;(съп).н.ъ;сънъ;2/m;;660
7739;334;ьм;сън.(ьм).а.т.и;съньмати;3*;;655, 691
7740;334;ьм;сън.(ьм).ищ.е;съньмище;2/n;;655, 691
7741;334;ьм;сън.(ьм).ъ;съньмъ;2/m;;655, 691
7742;1113;эд;сън.(эд).а.т.и;сънэдати;7;;839
7743;1113;эд;сън.(эд).ен.ьЁ.е;сънэдениЕ;2/n;;839
7744;1113;эд;сън.(эд).ь;сънэдь;1/f;;839
7745;1113;эд;сън.(эд).ьн.ъ;сънэдьнъ;2/a;;839
7746;1113;эд;сън.(эд).т.и;сънэсти;0;;839
7747;334;я;сън.(я).т.и;съняти;4h;;655, 691
7748;334;я;сън.(я).т.ьЁ.е;сънятиЕ;2/n;;655, 691
7749;105;влэк;съ.об.(влэк).т.и;съоблэщи;4c*(;см. п.  502;62, 772
7750;754;раз;съ.об.(раз).ьн.ъ;съобразьнъ;2/a;;662
7751;649;пад;съ.(пад).а.т.и;съпадати;7;;
7752;918;съп;(съп).а.н.ьЁ.е;съпаниЕ;2/n;;660
7753;659;пас;съ.(пас).а.т.и;съпасати;7;;
7754;659;пас;съ.(пас).ен.ьЁ.е;съпасениЕ;2/n;;
7755;659;пас;съ.(пас).и.т.еЛ.ев.ъ;съпаситеЛЕвъ;2/a;;
7756;659;пас;съ.(пас).и.т.еЛ.ь;съпаситеЛь;2/m*;;
7757;659;пас;съ.(пас).ов.ъ;съпасовъ;2/a;;
7758;659;пас;съ.(пас).т.в.а;съпаства;2/f;;
7768;673;плед;съ.(плед).м.ен.ьн.ик.ъ;съплеменьникъ;2/m;;661
7769;674;плеск;съ.(плеск).а.н.ьЁ.е;съплесканиЕ;2/n;;
7770;674;плеск;съ.(плеск).а.т.и;съплескати;3;;
7771;676;плет;съ.(плет).т.и;съплести;4c;;661, 672
7772;676;плет;съ.(плет).ък.ъ;съплетъкъ;2/m;;661, 672
7773;676;плит;съ.(плит).а.т.и;съплитати;7;;661, 672
7774;676;плэт;съ.(плэт).а.т.и;съплэтати;7;;661, 672
7775;42;бра;съ.по.(бра).т.и;съпобрати;4h•;;743
7776;140;вэд;съ.по.(вэд).а.н.ьЁ.е;съповэданиЕ;2/n;;
7777;140;вэд;съ.по.(вэд).а.т.и;съповэдати;7;;
7778;140;вэд;съ.по.(вэд).ов.а.т.и;съповэдовати;6;;
7779;140;вэд;съ.по.(вэд).э.т.и;съповэдэти;0;;
7780;235;добЛ;съ.по.(добЛ).а.т.и;съподобЛАти;7;;
7781;235;добЛ;съ.по.(добЛ).ен.ьЁ.е;съподобЛЕниЕ;2/n;;
7782;235;доб;съ.по.(доб).и.т.и;съподобити;1;;
7783;286;жи;съ.по.(жи).т.и;съпожити;4h;;707
8003;939;та;(та).т.ь;тать;1/m;;
8004;939;та;(та).т.ьб.а;татьба;2/f;;
8005;939;та;(та).т.ьб.ин.а;татьбина;2/f;;
8006;938;т;(т).ач.эЁ.ь;тачаи;2/a**;;801
8008;944;тваР;(тваР).а.т.и;тваРАти;7;;657
8010;944;твар;(твар).ь;тварь;1/f;;657
8011;944;твоР;(твоР).ен.ьЁ.е;твоРЕниЕ;2/n;;657
8012;943;тв;(тв).оЁ.ь;твои;2/p;;802
8013;944;твор;(твор).и.т.и;творити;1;;657
8014;944;твор;(твор).ъ;творъ;2/m;;657
8016;944;твор;(твор).ьц.ь;творьць;2/m;;657
8017;944;твор;(твор).ьч.ь;творьчь;2/a;;657
8018;945;тврьд;(тврьд).ост.ь;тврьдость;1/f;;62
8019;945;тврьд;(тврьд).ъ;тврьдъ;2/a;;62
8020;945;тврьд;(тврьд).ь;тврьдь;1/f;;62
8021;945;тврьд;(тврьд).эл.ь;тврьдэль;1/f;;62
8022;946;тел;(тел).иц.а;телица;2/f;;
8023;946;тел;(тел).ьц.ь;тельць;2/m;;
8024;947;теп;(теп).ен.ьЁ.е;тепениЕ;2/n;;
8025;948;тепл;(тепл).ост.ь;теплость;1/f;;661
8026;949;тес;(тес).а.т.и;тесати;3;;
8027;947;теп;(теп).т.и;тети;4c;;
8028;950;тет;(тет).ък.а;тетъка;2/f;;
8029;941;теч;(теч).ен.ьЁ.е;течениЕ;2/n;;661, 675
8030;941;тек;(тек).т.и;тещи;4c@;;661, 675
8032;951;тик;(тик).ъ;тикъ;2/m;;
8033;952;тим;(тим).эн.ьЁ.е;тимэниЕ;2/n;;
8034;952;тим;(тим).эн.о;тимэно;2/n;;
8035;952;тим;(тим).н.а;тина;2/f;;
8036;952;тим;(тим).н.ав.ъ;тинавъ;2/a;;
8037;953;тин;(тин).ь;тинь;1/f;;
8038;952;тим;(тим).н.ьн.ъ;тиньнъ;2/a;;
8039;955;тис;(тис).а;тиса;2/f;;
8040;957;тих;(тих).ост.ь;тихость;1/f;;663
8041;957;тих;(тих).от.а;тихота;2/f;;663
8042;957;тих;(тих).ъ;тихъ;2/a;;663
8044;957;тиш;(тиш).ин.а;тишина;2/f;;663
8045;957;тиш;(тиш).и.т.и;тишити;1;;663
8047;1006;тйг;(тйг).а;тйга;2/f;;701
8050;1006;тйж;(тйж).ен.ьЁ.е;тйжениЕ;2/n;;701
8051;1006;тйж;(тйж).и.т.и;тйжити;1;;701
8052;1008;тйт;(тйт).ьн.ъ;тйтьнъ;2/m;;
8053;1009;тйч;(тйч).а;тйча;2/f;;
8054;1009;тйч;(тйч).ьн.ъ;тйчьнъ;2/a;;
8055;959;тлък;(тлък).ов.а.н.ьЁ.е;тлъкованиЕ;2/n;;62
8056;959;тлък;(тлък).ъ;тлъкъ;2/m;;62
8057;960;тлъп;(тлъп).а;тлъпа;2/f;;62
8058;962;тльк;(тльк).н.й.т.и;тлькнйти;5;;62, 681, 784
8059;962;тлэк;(тлэк).т.и;тлэщи;4c*(;;62, 681, 784
7784;535;маг;съ.по.(маг).а.т.и;съпомагати;7;;657
7785;872;спэ;съ.по.(спэ).ш.ьн.ик.ъ;съпоспэшьникъ;2/m;;
7786;705;праз;съ.(праз).д.ьн.ьств.ов.а.т.и;съпраздьньствовати;6;;
7787;334;ьм;съ.при.(ёьм).ьн.ик.ъ;съприимьникъ;2/m;;655, 691
7791;1093;чяст;съ.при.(чяст).ьн.ик.ъ;съпричястьникъ;2/m;;
7793;16;быв;съ.прэ.(быв).а.т.и;съпрэбывати;7;;808
7794;879;сто;съ.прэ.(сто).л.ьн.ъ;съпрэстольнъ;2/a;;657
7796;727;прят;съ.(прят).а.т.и;съпрятати;7;;
7797;730;пуст;съ.(пуст).и.т.и;съпустити;1;;
7798;730;пущ;съ.(пущ).ен.ьЁ.е;съпущениЕ;2/n;;
7799;665;пьр;съ.(пьр).э.т.и;съпьрэти;2;;761
7800;666;пьс;съ.(пьс).а.т.и;съпьсати;3*;;659
7801;738;пэ;съ.(пэ).т.и;съпэти;4h);см. п.  502;738
7802;664;пя;съ.(пя).т.и;съпяти;4h;;687
7803;752;рад;съ.(рад).ов.а.т.и;сърадовати;6;;
7804;1015;ум;съ.раз.(ум).э.н.ьЁ.е;съразумэниЕ;2/n;;
7805;769;ри;съ.(ри).н.й.т.и;съринйти;5;;739
7806;769;ри;съ.(ри).ст.а.т.и;съристати;3;;739
7807;766;риц;съ.(риц).а.т.и;сърицати;3;;661, 673
7809;791;рэт;съ.(рэт).т.и;сърэсти;0;;831
7810;791;рэт;съ.(рэт).а.н.ьЁ.е;сърэтаниЕ;2/n;;831
7811;791;рэт;съ.(рэт).а.т.и;сърэтати;7;;831
7812;791;рэт;съ.(рэт).ен.ьЁ.е;сърэтениЕ;2/n;;831
7813;791;рящ;съ.(рящ).а;съряща;2/f;;831
7814;919;със;(със).а.т.и;съсати;3°;;
7816;936;сйд;съ.(сйд).и.т.и;съсйдити;1;;
7817;936;сйд;съ.(сйд).ъ;съсйдъ;2/m;;
7818;550;мьн;съ.сй.(мьн).э.т.и;съсймьнэти;2;;686
7819;276;с;съ.(с).йщ.ьн.ъ;съсйщьнъ;2/a;;824
7820;879;ста;съ.(ста).вЛ.а.т.и;съставЛАти;7;;657
7821;879;ста;съ.(ста).вЛ.ен.ьЁ.е;съставЛЕниЕ;2/n;;657
7822;879;ста;съ.(ста).в.и.т.и;съставити;1;;657
7823;879;ста;съ.(ста).в.ъ;съставъ;2/m;;657
7824;879;ста;съ.(ста).в.ьн.ик.ъ;съставьникъ;2/m;;657
7825;880;стар;съ.(стар).э.т.и;състарэти;7;;
7827;885;стйп;съ.(стйп).и.т.и;състйпити;1;;834
7828;879;сто;съ.(стоё).э.н.ьЁ.е;състоАниЕ;2/n;;657
7829;879;сто;съ.(стоё).э.т.и;състоАти;2;;657
7830;879;сто;съ.(сто).л.ьн.ик.ъ;състольникъ;2/m;;657
7831;892;строЁ;съ.(строЁ).и.т.и;състроити;1;;741
7832;904;стрэЛ;съ.(стрэЛ).а.т.и;състрэЛАти;7;;
7833;919;със;(със).ъ;съсъ;2/m;;
7834;914;съх;съ.(съх).н.й.т.и;съсъхнйти;5;;727
7835;919;със;(със).ьц.ь;съсьць;2/m;;
7836;798;сэд;съ.(сэд).а.т.и;съсэдати;7;;832
7837;815;сэк;съ.(сэк).а.т.и;съсэкати;7;;658
7839;815;сэк;съ.(сэк).т.и;съсэщи;4c;;658
7840;944;тваР;съ.(тваР).а.т.и;сътваРАти;7;;657
7841;944;твоР;съ.(твоР).ен.ьЁ.е;сътвоРЕниЕ;2/n;;657
7842;944;твор;съ.(твор).и.т.и;сътворити;1;;657
7843;945;тврьд;съ.(тврьд).и.т.и;сътврьдити;1;;62
7844;941;тек;съ.(тек).т.и;сътещи;4c@;;661, 675
7845;956;тиск;съ.(тиск).а.т.и;сътискати;7;;663
7846;1006;тйж;съ.(тйж).а.н.ьЁ.е;сътйжаниЕ;2/n;;701
7847;1006;тйж;съ.(тйж).а.т.и;сътйжати;7;;701
7848;1006;тйж;съ.(тйж).ен.ьЁ.е;сътйжениЕ;2/n;;701
7849;1006;тйж;съ.(тйж).и.т.и;сътйжити;1;;701
7850;962;тлэк;съ.(тлэк).т.и;сътлэщи;4c*(;;62, 681, 784
7851;920;сът;(сът).о;съто;2/n;;
7854;920;сът;(сът).ор.иц.а;съторица;2/f;;
7855;978;трьп;съ.(трьп).э.н.ьЁ.е;сътрьпэниЕ;2/n;;
7856;978;трьп;съ.(трьп).э.т.и;сътрьпэти;2;;
7857;954;трь;съ.(трь).т.и;сътрьти;4h•;;768
7858;980;трэб;съ.(трэб).и.т.и;сътрэбити;1;;
7860;984;тряс;съ.(тряс).а.т.и;сътрясати;7;;700
7861;984;тряс;съ.(тряс).т.и;сътрясти;4c;;700
7862;921;сът;(сът).ъ;сътъ;2/m;;
7863;920;сът;(сът).ьн.ик.ъ;сътьникъ;2/m;;
7864;920;сът;(сът).ьн.ъ;сътьнъ;2/a;;
7865;1006;тяЗ;съ.(тяЗ).а.н.ьЁ.е;сътяЗаниЕ;2/n;;701
7866;1006;тяЗ;съ.(тяЗ).а.т.и;сътяЗати;7;;701
7867;1006;тяг;съ.(тяг).н.й.т.и;сътягнйти;5;;701
7868;1006;тяж;съ.(тяж).э.н.ьЁ.е;сътяжаниЕ;2/n;;701
7869;1006;тяж;съ.(тяж).э.т.и;сътяжати;2;;701
7870;914;съх;(съх).н.й.т.и;съхнйти;5;;727
7871;1021;хоЖ;съ.(хоЖ).ен.ьЁ.е;съхоЖениЕ;2/n;;657
7872;1021;ход;съ.(ход).и.т.и;съходити;1;;657
7873;1021;ход;съ.(ход).ъ;съходъ;2/m;;657
7874;1041;храН;съ.(храН).а.т.и;съхраНАти;7;;
7875;1041;храН;съ.(храН).ен.ьЁ.е;съхраНЕниЕ;2/n;;
7876;1041;хран;съ.(хран).и.т.и;съхранити;1;;
7877;1041;хран;съ.(хран).ьн.ъ;съхраньнъ;2/a;;
7878;1055;цэн;съ.(цэн).и.т.и;съцэнити;1;;
7879;1070;чет;съ.(чет).а.н.ьЁ.е;съчетаниЕ;2/n;;
7880;1070;чет;съ.(чет).а.т.и;съчетати;7;;
7881;1073;чиН;съ.(чиН).ен.ьЁ.е;съчиНЕниЕ;2/n;;
7882;1073;чин;съ.(чин).и.т.и;съчинити;1;;
7883;1105;шы;съ.(шы).т.и;съшити;4h*%);;729
7884;1099;шьд;съ.(шьд).ств.ьЁ.е;съшьствиЕ;2/n;;659
7888;923;сын;(сын).ов.ьств.о;сыновьство;2/n;;
7889;922;сын;(сын).ъ;сынъ 2;2/m;;
7890;923;сын;(сын).ъ;сынъ 1;2/m;;
7891;922;сын;(сын).ьн.ъ;сыньнъ;2/a;;
7893;913;сыр;(сыр).ъ;сыръ;2/m;;726
7895;913;сыр;(сыр).ъ;сыръ;2/a;;726
7897;924;сыт;(сыт).ост.ь;сытость;1/f;;
7898;924;сыт;(сыт).ъ;сытъ;2/a;;
7899;924;сыт;(сыт).ь;сыть;1/f;;
7900;797;с;(с).ь;сь;0/p;;798
7903;925;сьребр;((сьребр)).о;сьребро;2/n;;
7912;925;сьребр;((сьребр)).ьн.ик.ъ;сьребрьникъ;2/m;;
7913;925;сьребр;((сьребр)).ьн.ъ;сьребрьнъ;2/a;;
7915;926;сэ;(сэё).а.н.ьЁ.е;сэАниЕ;2/n;;
7917;926;сэ;(сэё).а.т.и;сэАти;3;;
7919;927;сэвер;((сэвер)).ов.ъ;сэверовъ;2/a;;
7920;927;сэвер;((сэвер)).ъ;сэверъ;2/m;;
7921;798;сэд;(сэд).а.л.ищ.е;сэдалище;2/n;;832
7922;798;сэд;(сэд).а.л.о;сэдало;2/n;;832
7923;798;сэд;(сэд).а.т.и;сэдати;7;;832
7924;798;сэд;(сэд).ен.ьЁ.е;сэдениЕ;2/n;;832
7926;798;сэд;(сэд).и.л.ьн.ъ;сэдильнъ;2/a;;832
7927;928;сэд;(сэд).ин.а;сэдина;2/f;;
7928;928;сэд;(сэд).ин.ав.ъ;сэдинавъ;2/a;;
7929;928;сэд;(сэд).ъ;сэдъ;2/a;;
7930;798;сэд;(сэд).э.н.ьЁ.е;сэдэниЕ;2/n;;832
7931;798;сэд;(сэд).э.т.и;сэдэти;2;;832
7933;926;сэ;(сэ).м.я;сэмя;0/n;;
7934;930;сэн;(сэн).о;сэно;2/n;;
7935;929;сэн;(сэн).ь;сэнь;1/f;;
7936;930;сэн;(сэн).ьн.иц.а;сэньница;2/f;;
7937;798;сэд;(сэд).т.и;сэсти;0;;832
7938;926;сэ;(сэ).т.и;сэти;4v;;
7940;926;сэ;(сэ).т.ьЁ.е;сэтиЕ;2/n;;
7941;932;сэт;(сэт).ов.а.н.ьЁ.е;сэтованиЕ;2/n;;
7942;932;сэт;(сэт).ов.а.т.и;сэтовати;6;;
7943;819;сэ;(сэ).т.ь;сэть;1/f;;663
7944;932;сэт;(сэт).ьн.ъ;сэтьнъ;2/a;;
7945;815;сэч;(сэч).ив.о;сэчиво;2/n;;658
7946;815;сэч;(сэч).ь;сэчь;2/m;;658
7947;815;сэч;(сэч).ьц.а;сэчьца;2/f;;658
7948;815;сэч;(сэч).ьц.ь;сэчьць;2/m;;658
7949;815;сэк;(сэк).т.и;сэщи;4c;;658
7950;803;ся;((ся));ся;0/s;;800
7981;940;таЁ;(таЁ).а.т.и;таАти;3;;
7985;939;та;(таё).ьб.ьн.ик.ъ;таибьникъ;2/m;;
7986;939;та;(таё).ьб.ьн.ъ;таибьнъ;2/a;;
7987;939;та;(таё).и.л.ищ.е;таилище;2/n;;
7988;939;та;(таё).ин.а;таина;2/f;;
7990;939;та;(таё).ьн.ъ;таинъ;2/a;;
7991;939;та;(таё).и.т.и;таити;1;;
7992;941;так;(так).а.н.ьЁ.е;таканиЕ;2/n;;661, 675
7995;938;т;(т).ак.ов.ъ;таковъ;2/a;;801
7999;938;т;(т).ак.ъ;такъ;2/p;;801
8073;941;ток;(ток).ъ;токъ;2/m;;661, 675
8076;938;тол;((тол)).ик.ъ;толикъ;2/p;;801
8081;964;томЛ;(томЛ).ен.ьЁ.е;томЛЕниЕ;2/n;;
8082;964;том;(том).и.т.еЛ.ь;томитеЛь;2/a;;
8083;964;том;(том).и.т.еЛ.ь;томитеЛь;2/m*;;
8084;964;том;(том).и.т.и;томити;1;;
8085;948;топл;(топл).от.а;топлота;2/f;;661
8086;948;топл;(топл).ъ;топлъ;2/a;;661
8089;941;точ;(точ).ен.ьЁ.е;точениЕ;2/n;;661, 675
8090;941;точ;(точ).и.л.о;точило;2/n;;661, 675
8091;941;точ;(точ).и.т.и;точити;1;;661, 675
8093;966;трав;(трав).и.т.и;травити;1;;728
8094;967;трат;(трат).а.т.и;тратати;3;;
8096;968;трепет;((трепет)).а.т.и;трепетати;3;;
8097;968;трепет;((трепет)).ъ;трепетъ;2/m;;
8098;968;трепет;((трепет)).ьн.ъ;трепетьнъ;2/a;;
