root_number;root_form;mphl;norm;par_index;class;extent;reference
926;сэ;въ.(сэ).т.и;въсэти;4v;v;;
130;вътор;((вътор)).иц.а;въторица;2/f;n;;
130;вътор;((вътор)).ъ;въторъ;2/a;a;;
130;вътор;((вътор)).ък.ъ;въторъкъ;2/m;n;;
130;вътор;((вътор)).ьн.ик.ъ;въторьникъ;2/m;n;;
975;тръ.тър;въ.((тръ.тър)).а.т.и;вътрътърати;7;v;;835
1021;хоЖ;въ.(хоЖ).ен.ьЁ.е;въхоЖениЕ;2/n;n;;657
1021;ход;въ.(ход).и.т.и;въходити;1;v;;657
1021;ход;въ.(ход).ъ;въходъ;2/m;n;;657
1021;ход;въ.(ход).ьн.ъ;въходьнъ;2/a;a;;657
1058;цэс;въ.(цэс).аР.и.т.и;въцэсаРити;1;v;;
1073;чиН;въ.(чиН).а.т.и;въчиНАти;7;v;;
1073;чин;въ.(чин).и.т.и;въчинити;1;v;;
1076;чит;въ.(чит).т.и;въчисти;4c*(;v;;659
1077;чловэч;въ.((чловэч)).ен.ьЁ.е;въчловэчениЕ;2/n;n;;62
1077;чловэч;въ.((чловэч)).и.т.и;въчловэчити;1;v;;62
1074;чя;въ.(чя).л.о;въчяло;2/n;n;;688
1074;чя;въ.(чя).т.и;въчяти;4h;v;;688
1104;шум;въз.(шум).э.т.и;въшумэти;2;v;;
1099;шьд;въз.(шьд).ств.ьЁ.е;въшьствиЕ;2/n;n;;659
;;;вы;;v;см. ты;
131;вы;(выё).а;выА;2/f;n;;
121;врэг;вы.(врэг).т.и;выврэщи;4c*(;v;;62, 747
153;гон;вы.(гон).и.т.и;выгонити;1;v;;683, 818
153;гън;вы.(гън).а.т.и;выгънати;0;v;;683, 818
132;вык;(вык).н.й.т.и;выкнйти;5;v;;814
607;нес;вы.(нес).т.и;вынести;4c;v;;661, 670
769;ри;вы.(ри).н.й.т.и;выринйти;5;v;;739
133;выс;(выс).ок.ъ;высокъ;2/a;a;;
133;выс;(выс).от.а;высота;2/f;n;;
133;выш;(выш).ен.ьЁ.е;вышениЕ;2/n;n;;
133;выш;(выш).ьН.ь;вышьНь;2/a;a;;
134;вьд;(вьд).ов.а;вьдова;2/f;n;;
134;вьд;(вьд).ов.иц.а;вьдовица;2/f;n;;
134;вьд;(вьд).ов.ич.ь;вьдовичь;2/a;a;;
81;вьр;(вьр).э.т.и;вьрэти;2;v;;678, 809
136;вьс;(вьс).ак.ъ;вьсакъ //;2/p;;;788
136;вьс;(вьс).ач.ьск.ъ;вьсачьскъ //;2/a;a;;788
136;вьс;(вьс).ь;вьсь;2/p+;;;788
135;вьс;(вьс).ь;вьсь;1/f;n;;
135;вьс;(вьс).ьн.ъ;вьсьнъ;2/a;a;;
136;вьс;(вьс).эк.ъ;вьсэкъ //;2/p;;;788
136;вьс;(вьс).эч.ьск.ъ;вьсэчьскъ//;2/a;a;;788
93;вьч;(вьч).ер.а.ш.ьН.ь;вьчерашьНь;2/a;a;;665
138;вэ;(вэё).а;вэА;2/f;n;;
139;вэ;(вэё).а.н.ьЁ.е;вэАниЕ;2/n;n;;
139;вэ;(вэё).а.т.и;вэАти;3;v;;
142;вэЖ;(вэЖ).а;вэЖа;2/f;n;;
141;вэдр;(вэдр).о;вэдро;2/n;n;;
140;вэд;(вэд).ь;вэдь;1/f;n;;
140;вэд;(вэд).э.н.ьЁ.е;вэдэниЕ;2/n;n;;
140;вэд;(вэд).э.т.и;вэдэти;0;v;;
144;вэк;(вэк).о;вэко;2/n;n;;
143;вэк;(вэк).ъ;вэкъ;2/m;n;;
145;вэн;(вэн).и.т.и;вэнити;1;v;;
95;вэ;(вэ).н.ьц.ь;вэньць;2/m;n;;731
95;вэ;(вэ).н.ьч.а.т.и;вэньчати;7;v;;731
146;вэр;(вэр).а;вэра;2/f;n;;
146;вэр;(вэр).и.т.и;вэрити;1;v;;
146;вэр;(вэр).ов.а.т.и;вэровати;6;v;;
146;вэр;(вэр).ов.ьн.ъ;вэровьнъ;2/a;a;;
146;вэр;(вэр).ьн.ъ;вэрьнъ;2/a;a;;
146;вэр;(вэр).ьств.ов.а.т.и;вэрьствовати;6;v;;
140;вэд;(вэд).т.ь;вэсть;1/f;n;;
140;вэд;(вэд).т.ьн.ик.ъ;вэстьникъ;2/m;n;;
138;вэ;(вэ).т.в.ьЁ.е;вэтвиЕ;2/n;n;;
138;вэ;(вэ).т.в.ь;вэтвь;1/f;n;;
137;вэт;(вэт).ьЁ.и;вэтии;2/f+;n;;815
139;вэ;(вэ).т.р.ъ;вэтръ;2/m;n;;
139;вэ;(вэ).т.р.ьН.ь;вэтрьНь;2/a;a;;
139;вэ;(вэ).т.р.ьн.ъ;вэтрьнъ;2/a;a;;
137;вэт;(вэт).ъ;вэтъ;2/m;n;;815
137;вэт;(вэт).ьск.ъ;вэтьскъ;2/a;a;;815
143;вэч;(вэч).ьн.ъ;вэчьнъ;2/a;a;;
137;вэщ;(вэщ).а.в.а.т.и;вэщавати;7;v;;815
137;вэщ;(вэщ).а.н.ьЁ.е;вэщаниЕ;2/n;n;;815
137;вэщ;(вэщ).а.т.и;вэщати;7;v;;815
137;вэщ;(вэщ).е;вэще;2/n;n;;815
148;вяз;(вяз).а.т.и;вязати;3;v;;655, 817
149;вящ;(вящ).ьё.ь;вящии;2/a++;a;;
150;гад;(гад).ъ;гадъ;2/m;n;;
150;гад;(гад).ьн.ъ;гадьнъ;2/a;a;;
152;ган;(ган).а.н.ьЁ.е;гананиЕ;2/n;n;;
155;гас;(гас).и.т.и;гасити;1;v;;
155;гас;(гас).н.й.т.и;гаснйти;5;v;;
156;гвозд;(гвозд).ьЁ.ь;гвоздии;2/m;n;;657
156;гвозд;(гвозд).ьЁ.ьн.ъ;гвоздиинъ;2/a;a;;657
212;гйб;(гйб).а;гйба;2/f;n;;
213;гйг;(гйг).ън.ив.ъ;гйгънивъ;2/a;a;;
214;гйд;(гйд).т.л.и;гйсли;1/f;n;;
215;гйс;(гйс).эн.иц.а;гйсэница;2/f;n;;
158;глав;(глав).а;глава;2/f;n;;
158;глав;(глав).изн.а;главизна;2/f;n;;
158;глав;(глав).ьн.ъ;главьнъ;2/a;a;;
159;гла.гол;((гла.гол)).а.н.ьЁ.е;глаголаниЕ;2/n;n;;819, 835
159;гла.гол;((гла.гол)).а.т.и;глаголати;3;v;;819, 835
159;гла.гол;((гла.гол)).ъ;глаголъ;2/m;n;;819, 835
160;глад;(глад).ив.ъ;гладивъ;2/a;a;;
161;глад;(глад).и.т.и;гладити;1;v;;
160;глад;(глад).ъ;гладъ;2/m;n;;
161;глад;(глад).ък.ъ;гладъкъ;2/a;a;;
162;глас;(глас).и.т.и;гласити;1;v;;819
162;глас;(глас).ов.а.т.и;гласовати;6;v;;819
162;глас;(глас).ъ;гласъ;2/m;n;;819
162;глаш;(глаш).а.т.и;глашати;7;v;;819
163;глин;(глин).ьн.ъ;глиньнъ;2/a;a;;
169;глйб;(глйб).ин.а;глйбина;2/f;n;;
169;глйб;(глйб).ин.ьн.ъ;глйбиньнъ;2/a;a;;
169;глйб;(глйб).ок.ъ;глйбокъ;2/a;a;;
164;глумЛ;(глумЛ).ен.ьЁ.е;глумЛЕниЕ;2/n;n;;
164;глум;(глум).и.т.и;глумити;1;v;;
164;глум;(глум).ъ;глумъ;2/m;n;;
165;глух;(глух).ъ;глухъ;2/a;a;;
168;гляд;(гляд).а.т.и;глядати;7;v;;
170;гнет;(гнет).т.и;гнести;4c;v;;658
171;гни;(гни).т.и;гнити;4h*);v;;733
175;гнйс;(гнйс).ьн.ъ;гнйсьнъ;2/a;a;;
175;гнйш;(гнйш).а.т.и;гнйшати;7;v;;
171;гноЁ;(гноЁ).ь;гнои;2/m;n;;733
171;гноЁ;(гноЁ).ьн.ъ;гноинъ;2/a;a;;733
171;гноЁ;(гноЁ).ищ.е;гноище;2/n;n;;733
171;гнь;(гнь).с.ь;гньсь;1/f;n;;733
172;гнэв;(гнэв).а.н.ьЁ.е;гнэваниЕ;2/n;n;;
172;гнэв;(гнэв).а.т.и;гнэвати;7;v;;
172;гнэв;(гнэв).и.т.и;гнэвити;1;v;;
172;гнэв;(гнэв).ъ;гнэвъ;2/m;n;;
172;гнэв;(гнэв).ьл.ив.ъ;гнэвьливъ;2/a;a;;
172;гнэв;(гнэв).ьн.ъ;гнэвьнъ;2/a;a;;
173;гнэзд;(гнэзд).и.т.и;гнэздити;1;v;;
173;гнэзд;(гнэзд).о;гнэздо;2/n;n;;
153;гоН;(гоН).ен.ьЁ.е;гоНЕниЕ;2/n;n;;683, 818
189;готов;((готов)).и.т.и;готовити;1;v;;
189;готов;((готов)).ъ;готовъ;2/a;a;;
192;граЖ;(граЖ).эн.ин.ъ;граЖанинъ;2/m++;n;;
192;граЖ;(граЖ).ен.ьЁ.е;граЖениЕ;2/n;n;;
192;граЖ;(граЖ).ь;граЖь;2/m;n;;
190;грабЛ;(грабЛ).ен.ьЁ.е;грабЛЕниЕ;2/n;n;;661, 667
190;граб;(граб).и.т.и;грабити;1;v;;661, 667
192;град;(град).и.т.и;градити;1;v;;
192;град;(град).ъ;градъ 1;2/m;n;;
191;град;(град).ъ;градъ 2;2/m;n;;
192;град;(град).ьн.ик.ъ;градьникъ;2/m;n;;
192;град;(град).ьн.ъ;градьнъ;2/a;a;;
192;град;(град).ьск.ъ;градьскъ;2/a;a;;
192;град;(град).ьц.ь;градьць;2/m;n;;
193;гран;(гран).ъ;гранъ;2/m;n;;
190;греб;(греб).ен.ьЁ.е;гребениЕ;2/n;n;;661, 667
190;греб;(греб).т.и;грети;4c;v;;661, 667
208;грйб;(грйб).ъ;грйбъ;2/a;a;;
209;грйст;(грйст).ок.ъ;грйстокъ;2/a;a;;
190;гроб;(гроб).ищ.е;гробище;2/n;n;;661, 667
190;гроб;(гроб).ъ;гробъ;2/m;n;;661, 667
190;гроб;(гроб).ьн.ъ;гробьнъ;2/a;a;;661, 667
194;гроз;(гроз).а;гроза;2/f;n;;
195;гроз;(гроз).д.ъ;гроздъ;2/m;n;;
195;гроз;(гроз).н.ов.ьЁ.е;грозновиЕ;2/n;n;;
195;гроз;(гроз).н.ъ;грознъ;2/m;n;;
194;гроз;(гроз).ьн.ъ;грозьнъ;2/a;a;;
196;гром;(гром).ов.ъ;громовъ;2/a;a;;664, 681
196;гром;(гром).ъ;громъ;2/m;n;;664, 681
196;гром;(гром).ьн.ъ;громьнъ;2/a;a;;664, 681
197;гръЖ;(гръЖ).ен.ьЁ.е;гръЖениЕ;2/n;n;;
197;гръд;(гръд).ост.ь;гръдость;1/f;n;;
197;гръд;(гръд).ъ;гръдъ;2/a;a;;
197;гръд;(гръд).ыН.и;гръдыНи;2/f+;n;;
199;гръл;(гръл).иц.а;грълица;2/f;n;;
199;гръл;(гръл).ич.ищ.ь;гръличищь;2/m;n;;
200;гръм;(гръм).ъ;гръмъ;2/m;n;;
201;грън;(грън).ьч.аР.ь;гръньчаРь;2/m+;n;;
202;гръст;(гръст).ь;гръсть;1/f;n;;
203;грътан;((грътан)).ь;грътань;1/m;n;;
204;грыз;(грыз).т.и;грысти;4c;v;;
196;гръм;(гръм).э.т.и;гръмэти;2;v;;664, 681
154;грэ;(грэ).т.и;грэти;4v;v;;749
262;дъв;(дъв).оЁ.ь;дъвои;2/p;;;789
262;дъв;(дъв).оЁ.иц.а;дъвоица;2/f;n;;789
265;дън;(дън).а;дъна;2/f;n;;
266;дъск;(дъск).а;дъска;2/f;n;;
261;дъх;(дъх).а.т.и;дъхати;3*;v;;706
261;дъх;(дъх).н.ов.ен.ьЁ.е;дъхновениЕ;2/n;n;;706
240;дохътор;((дохътор)).ъ;дохъторъ;2/m;n;;
267;дъщ;(дъщ).и;дъщи;0/f;n;;
266;дъщ;(дъщ).иц.а;дъщица;2/f;n;;
261;дых;(дых).а.н.ьЁ.е;дыханиЕ;2/n;n;;706
261;дых;(дых).а.т.и;дыхати;7;v;;706
269;дьбр;(дьбр).ь;дьбрь;1/f;n;;
270;дьн;(дьн).ев.ьн.ъ;дьневьнъ;2/a;a;;
270;дьн;(дьн).ь;дьнь;1/m;n;;
270;дьн;(дьн).ьн.иц.а;дьньница;2/f;n;;
270;дьн;(дьн).ьн.ъ;дьньнъ;2/a;a;;
270;дьн;(дьн).ь.с.ьН.ь;дьньсьНь;2/a;a;;
220;дьр;(дьр).а.н.ьЁ.е;дьраниЕ;2/n;n;;750
220;дьр;(дьр).а.т.и;дьрати;3o*;v;;750
225;дэ;(дэё).а.н.ьЁ.е;дэАниЕ;2/n;n;;822
225;дэ;(дэё).а.т.и;дэАти;3;v;;822
154;грэ;(грэ).х.ов.ьн.ъ;грэховьнъ;2/a;a;;749
154;грэ;(грэ).х.ъ;грэхъ;2/m;n;;749
235;доб;(доб).р.ост.ь;добрость;1/f;n;;
235;доб;(доб).р.от.а;доброта;2/f;n;;
235;доб;(доб).р.ъ;добръ;2/a;a;;
75;вед;до.(вед).т.и;довести;4c;v;;661, 666
75;вод;до.(вод).и.т.еЛ.ь;доводитеЛь;2/m+;n;;661, 666
85;вол;до.(вол).ъ;доволъ;2/m;n;;810
85;вол;до.(вол).ьн.ъ;довольнъ;2/a;a;;810
85;вьл;до.(вьл).ьств.о;довьльство;2/n;n;;810
85;вьл;до.(вьл).э.т.и;довьлэти;0;v;;810
288;жьд;до.(жьд).а.т.и;дожьдати;3o*;v;;659
309;зьр;до.(зьр).э.т.и;дозьрэти;2;v;;62, 753
236;доЁ;(доЁ).и.л.иц.а;доилица;2/f;n;;734
329;и;до.(и).т.и;доити1;0;v;;826
236;доЁ;(доЁ).и.т.и;доити2;1;v;;734
154;грэ;(грэ).ш.ьн.ик.ъ;грэшьникъ;2/m;n;;749
154;грэ;(грэ).ш.ьн.иц.а;грэшьница;2/f;n;;749
154;грэ;(грэ).ш.ьн.ич.ь;грэшьничь;2/a;a;;749
154;грэ;(грэ).ш.ьн.ъ;грэшьнъ;2/a;a;;749
206;гряд;(гряд).т.и;грясти;4c;v;;
210;губ;(губ).и.т.еЛ.ь;губитеЛь;2/m+;n;;705
210;губ;(губ).и.т.еЛ.ьств.о;губитеЛьство;2/n;n;;705
210;губ;(губ).и.т.и;губити;1;v;;705
211;гум;(гум).ьн.о;гумьно;2/n;n;;
153;гън;(гън).а.т.и;гънати;0;v;;683, 818
210;гыб;(гыб).эл.ь;гыбэль;1/f;n;;705
216;да;(даё).а.н.ьЁ.е;даАниЕ;2/n;n;;820
216;да;(даё).а.т.и;даАти;3;v;;820
217;дав;(дав).и.т.и;давити;1;v;;
216;да;(да).в.ьц.ь;давьць;2/m;n;;820
219;дал;(дал).ьН.ь;дальНь;2/a;a;;
216;да;(да).н.ь;дань;1/f;n;;820
216;да;(да).р.и.т.и;дарити;1;v;;820
216;да;(да).р.ов.а.н.ьЁ.е;дарованиЕ;2/n;n;;820
216;да;(да).р.ов.а.т.и;даровати;6;v;;820
216;да;(да).р.ъ;даръ;2/m;n;;820
216;да;(да).р.ьств.ов.а.т.и;дарьствовати;6;v;;820
216;да;(да).т.еЛ.ь;датеЛь;2/m+;n;;820
216;да;(да).т.и;дати;0;v;;820
222;двиЗ;(двиЗ).а.т.и;двиЗати;7;v;;
222;двиг;(двиг).н.й.т.и;двигнйти;5;v;;
222;движ;(движ).ен.ьЁ.е;движениЕ;2/n;n;;
221;двор;(двор).ъ;дворъ;2/m;n;;678, 821
221;двьр;(двьр).ь;двьрь;1/f;n;;678, 821
221;двьр;(двьр).ьн.ик.ъ;двьрьникъ;2/m;n;;678, 821
221;двьр;(двьр).ьн.иц.а;двьрьница;2/f;n;;678, 821
221;двьр;(двьр).ьц.а;двьрьца;2/f;n;;678, 821
223;деб;(деб).ел.ьств.о;дебельство;2/n;n;;
224;дев;(дев).ят.ъ;девятъ;2/a;a;;
224;дев;(дев).ят.ь;девять;1/f;n;;
227;дес;(дес).и.т.и;десити;1;v;;
229;десн;(десн).иц.а;десница;2/f;n;;
229;десн;(десн).ъ;деснъ;2/a;a;;
228;дес;(дес).ят.ин.а;десятина;2/f;n;;
228;дес;(дес).ят.ор.ъ;десяторъ;2/a;a;;
228;дес;(дес).ят.ъ;десятъ;2/a;a;;
228;дес;(дес).ят.ь;десять;0/m;n;;
231;див;(див).ьЁ.а;дивиА;2/f;n;;
231;див;(див).ьЁ.ь;дивии;2/a;a;;
230;див;(див).и.т.и;дивити;1;v;;
230;див;(див).о;диво;2/n;n;;
230;див;(див).ъ;дивъ;2/m;n;;
230;див;(див).ьн.ъ;дивьнъ;2/a;a;;
220;дир;(дир).а;дира;2/f;n;;750
274;дйб;(дйб).ьЁ.е;дйбиЕ;2/n;n;;
274;дйб;(дйб).р.ав.а;дйбрава//;2/f;n;;
274;дйб;(дйб).р.ав.ьн.ъ;дйбравьнъ//;2/a;a;;
274;дйб;(дйб).р.ов.а;дйброва//;2/f;n;;
274;дйб;(дйб).р.ов.ьн.ъ;дйбровьнъ//;2/a;a;;
274;дйб;(дйб).ъ;дйбъ;2/m;n;;
268;дй;(дй).т.и;дйти;4h;v;;689
232;длан;(длан).ь;длань;1/f;n;;62
233;длъг;(длъг).ъ;длъгъ;2/m;n;;62, 773
233;длъж;(длъж).ьн.ик.ъ;длъжьникъ;2/m;n;;62, 773
233;длъж;(длъж).ьн.ъ;длъжьнъ;2/a;a;;62, 773
234;дль;(дль).г.от.а;дльгота;2/f;n;;62, 681, 773
234;дль;(дль).г.ъ;дльгъ;2/a;a;;62, 681, 773
235;добЛ;(добЛ).ест.ь;добЛЕсть;1/f;n;;
235;добЛ;(добЛ).ест.ьн.ъ;добЛЕстьнъ;2/a;a;;
235;добЛ;(добЛ).ь;добЛь;2/a;a;;
235;добЛ;(добЛ).ьн.ъ;добЛьнъ;2/a;a;;
235;добЛ;(добЛ).ьств.о;добЛьство;2/n;n;;
408;кон;до.(кон).ьч.а.т.и;доконьчати;7;v;;
238;дол;(дол).ъ;долъ;2/m;n;;
238;дол;(дол).ьН.ь;дольНь;2/a;a;;
239;дом;(дом).а.ш.ьН.ь;домашьНь;2/a;a;;
239;дом;(дом).ов.ит.ъ;домовитъ;2/a;a;;
239;дом;(дом).ов.ьн.ъ;домовьнъ;2/a;a;;
239;дом;(дом).ъ;домъ;2/m;n;;
578;мысл;до.(мысл).и.т.и;домыслити;1;v;;
607;нес;до.(нес).т.и;донести;4c;v;;661, 670
649;пад;до.(пад).т.и;допасти;4c;v;;
798;саЖ;до.(саЖ).а.т.и;досаЖати;7;v;;832
798;саЖ;до.(саЖ).ен.ьЁ.е;досаЖениЕ;2/n;n;;832
798;сад;до.(сад).и.т.еЛ.ь;досадитеЛь;2/m+;n;;832
798;сад;до.(сад).и.т.и;досадити;1;v;;832
879;ста;до.(ста).т.и;достати;0;v;;657
879;сто;до.(стоё).э.н.ьЁ.е;достоАниЕ;2/n;n;;657
879;сто;до.(стоё).э.т.и;достоАти;2;v;;657
879;сто;до.(стоё).ьн.ъ;достоинъ;2/a;a;;657
879;сто;до.(стоё).ьн.ьн.ъ;достоиньнъ;2/a;a;;657
879;сто;до.(стоё).ьн.ьств.о;достоиньство;2/n;n;;657
941;тек;до.(тек).т.и;дотещи;4c@;v;;661, 675
1021;ход;до.(ход).и.т.и;доходити;1;v;;657
1061;ча;до.(чаё).а.н.ьн.ъ;дочаАньнъ;2/a;a;;
1099;шьд;до.(шьд).т.ьЁ.е;дошьстиЕ;2/n;n;;659
242;драг;(драг).ъ;драгъ;2/a;a;;
245;древ;(древ).ьН.ь;древьНь;2/a;a;;
257;дрйг;(дрйг).ъ;дрйгъ;2/m;n;;
258;дрйч;(дрйч).ен.ьЁ.е;дрйчениЕ;2/n;n;;
246;дроб;(дроб).и.т.и;дробити;1;v;;
246;дроб;(дроб).ьн.ъ;дробьнъ;2/a;a;;
248;друг;(друг).оЁ.иц.а;другоица;2/f;n;;
248;друг;(друг).ъ;другъ;2/m;n;;
248;друг;(друг).ъ;другъ;2/a;a;;
248;друж;(друж).ин.а;дружина;2/f;n;;
248;друж;(друж).ьН.ь;дружьНь;2/a;a;;
248;друж;(друж).ьб.а;дружьба;2/f;n;;
249;дръв;(дръв).а;дръва;2/n;n;;
250;дрьж;(дрьж).э.в.а;дрьжава;2/f;n;;
250;дрьж;(дрьж).э.в.ьн.ъ;дрьжавьнъ;2/a;a;;
250;дрьж;(дрьж).э.н.ьЁ.е;дрьжаниЕ;2/n;n;;
250;дрьж;(дрьж).э.т.и;дрьжати;2;v;;
251;дрьз;(дрьз).а.т.и;дрьзати;7;v;;
251;дрьз;(дрьз).н.й.т.и;дрьзнйти;5;v;;
251;дрьз;(дрьз).н.ов.ен.ьЁ.е;дрьзновениЕ;2/n;n;;
251;дрьз;(дрьз).ов.а.т.и;дрьзовати;6;v;;
251;дрьз;(дрьз).ост.ь;дрьзость;1/f;n;;
251;дрьз;(дрьз).ъ;дрьзъ;2/a;a;;
252;дрькол;((дрькол)).ь;дрьколь;1/f;n;;750
253;дрэв;(дрэв).о;дрэво;2/n;n;;
253;дрэв;(дрэв).ьн.ъ;дрэвьнъ;2/a;a;;
253;дрэв;(дрэв).эн.ъ;дрэвэнъ;2/a;a;;
254;дрэм;(дрэм).а.н.ьЁ.е;дрэманиЕ;2/n;n;;
255;дрязг;(дрязг).а;дрязга;2/f;n;;
256;дряс;(дряс).ел.ов.а.т.и;дряселовати;6;v;;823
256;дряс;(дряс).ел.ъ;дряселъ;2/a;a;;823
256;дрях;(дрях).л.ъ;дряхлъ;2/a;a;;823
256;дрях;(дрях).л.ьств.о;дряхльство;2/n;n;;823
259;ду;(ду).н.й.т.и;дунйти;5;v;;653
259;ду;(ду).н.ов.ен.ьЁ.е;дуновениЕ;2/n;n;;653
260;дуп;(дуп).ин.а;дупина;2/f;n;;
261;дух;(дух).ов.ьн.ъ;духовьнъ;2/a;a;;706
261;дух;(дух).ъ;духъ;2/m;n;;706
261;душ;(душ).а;душа;2/f;n;;706
261;душ;(душ).ев.ьн.ъ;душевьнъ;2/a;a;;706
261;душ;(душ).ьн.ъ;душьнъ;2/a;a;;706
263;дъЖ;(дъЖ).ев.ъ;дъЖевъ;2/a;a;;
263;дъЖ;(дъЖ).ев.ьн.ъ;дъЖевьнъ;2/a;a;;
263;дъЖ;(дъЖ).и.т.и;дъЖити;1;v;;
263;дъЖ;(дъЖ).ь;дъЖь;2/m;n;;
263;дъЖ;(дъЖ).ьн.ъ;дъЖьнъ;2/a;a;;
262;дъв;(дъв).а;дъва;2/p;;;789
236;дэ;(дэ).в.а;дэва;2/f;n;;734
236;дэ;(дэ).в.иц.а;дэвица;2/f;n;;734
236;дэ;(дэ).в.ич.ь;дэвичь;2/a;a;;734
236;дэ;(дэ).в.ич.ьск.ъ;дэвичьскъ;2/a;a;;734
236;дэ;(дэ).в.ьств.о;дэвьство;2/n;n;;734
236;дэ;(дэ).в.ьств.ьн.ъ;дэвьствьнъ;2/a;a;;734
272;дэд;(дэд).ъ;дэдъ;2/m;n;;
225;дэ;(дэё).ьств.о;дэиство;2/n;n;;822
225;дэ;(дэё).ьств.ов.а.т.и;дэиствовати;6;v;;822
225;дэ;(дэё).ьств.ьн.ъ;дэиствьнъ;2/a;a;;822
225;дэ;(дэ).л.а.н.ьЁ.е;дэланиЕ;2/n;n;;822
225;дэ;(дэ).л.а.т.еЛ.ь;дэлатеЛь;2/m+;n;;822
225;дэ;(дэ).л.а.т.и;дэлати;7;v;;822
273;дэл;(дэл).и.т.еЛ.ь;дэлитеЛь;2/m+;n;;
273;дэл;(дэл).и.т.и;дэлити;1;v;;
225;дэ;(дэ).л.о;дэло;2/n;n;;822
225;дэ;(дэ).л.ьн.ик.ъ;дэльникъ;2/m;n;;822
236;дэ;(дэ).т.и;дэти;1/f;n;;734
236;дэ;(дэ).т.ищ.ь;дэтищь;2/m;n;;734
236;дэ;(дэ).т.ьск.ъ;дэтьскъ;2/a;a;;734
225;дэ;(дэ).т.эл.ь;дэтэль;1/f;n;;822
277;жаб;(жаб).а;жаба;2/f;n;;
281;жэл;(жэл).и.т.и;жалити;1;v;;658
281;жэл;(жэл).ов.а.т.и;жаловати;6;v;;658
281;жэл;(жэл).ост.ь;жалость;1/f;n;;658
281;жэл;(жэл).ь;жаль;1/f;n;;658
281;жеЛ;(жеЛ).а;жеЛА;2/f;n;;658
280;жел;(жел).а.н.ьЁ.е;желаниЕ;2/n;n;;
280;жел;(жел).а.т.и;желати;7;v;;
282;желэз;((желэз)).н.ъ;желэзнъ;2/a;a;;
282;желэз;((желэз)).о;желэзо;2/n;n;;
280;жел;(жел).э.н.ьЁ.е;желэниЕ;2/n;n;;
281;жел;(жел).э.т.в.а;желэтва;2/f;n;;658
280;жел;(жел).э.т.и;желэти;7;v;;
283;жен;(жен).а;жена;2/f;n;;
283;жен;(жен).и.т.и;женити;1;v;;
283;жен;(жен).их.ов.ъ;жениховъ;2/a;a;;
283;жен;(жен).их.ъ;женихъ;2/m;n;;
319;зна;(зна).м.ен.а.в.а.т.и;знаменавати;7;v;;
319;зна;(зна).м.ен.а.т.и;знаменати;7;v;;
319;зна;(зна).м.ен.ьЁ.е;знамениЕ;2/n;n;;
319;зна;(зна).м.ен.ит.ъ;знаменитъ;2/a;a;;
319;зна;(зна).м.ен.ов.а.т.и;знаменовати;6;v;;
319;зна;(зна).н.ьЁ.е;знаниЕ;2/n;n;;
319;зна;(зна).т.и;знати;4v;v;;
320;зноЁ;(зноЁ).ь;знои;2/m;n;;
309;зоР;(зоР).а;зоРА//;2/f;n;;62, 753
309;зра;(зра).к.ъ;зракъ;2/m;n;;62, 753
322;зрь;(зрь).н.о;зрьно;2/n;n;;62, 754
309;зрь;(зрь).ц.а.л.о;зрьцало;2/n;n;;62, 753
323;зъв;(зъв).а.н.ьЁ.е;зъваниЕ;2/n;n;;678, 708
323;зъв;(зъв).а.т.и;зъвати;3o*;v;;678, 708
324;зъл;(зъл).о;зъло;2/n;n;;
324;зъл;(зъл).об.а;зълоба;2/f;n;;
324;зъл;(зъл).об.ив.ъ;зълобивъ;2/a;a;;
324;зъл;(зъл).об.и.т.и;зълобити;1;v;;
324;зъл;(зъл).об.ов.а.т.и;зълобовати;6;v;;
324;зъл;(зъл).об.ь;зълобь;1/f;n;;
283;жен;(жен).ьск.ъ;женьскъ;2/a;a;;
283;жен;(жен).ьств.о;женьство;2/n;n;;
284;жест;(жест).ок.ъ;жестокъ;2/a;a;;
284;жест;(жест).ост.ь;жестость;1/f;n;;
279;жег;(жег).т.и;жещи;4c@;v;;668
286;живЛ;(живЛ).а.т.и;живЛАти;7;v;;707
286;жив;(жив).и.т.и;живити;1;v;;707
286;жив;(жив).от.ъ;животъ;2/m;n;;707
286;жив;(жив).от.ьн.ъ;животьнъ;2/a;a;;707
286;жив;(жив).ъ;живъ;2/a;a;;707
287;жид;(жид).ов.ин.ъ;жидовинъ;2/m++;n;;
287;жид;(жид).ов.ьск.ъ;жидовьскъ;2/a;a;;
286;жи;(жи).зн.ь;жизнь;1/f;n;;707
286;жи;(жи).зн.ьн.ъ;жизньнъ;2/a;a;;707
289;жил;(жил).а;жила;2/f;n;;
286;жи;(жи).л.ищ.е;жилище;2/n;n;;707
286;жи;(жи).т.еЛ.ь;житеЛь;2/m+;n;;707
286;жи;(жи).т.и;жити;4h;v;;707
286;жи;(жи).т.ьЁ.е;житиЕ;2/n;n;;707
286;жи;(жи).т.ьЁ.ьск.ъ;житиискъ;2/a;a;;707
285;жи;(жи).т.о;жито;2/n;n;;
286;жи;(жи).т.ь;жить;1/f;n;;707
285;жи;(жи).т.ьн.иц.а;житьница;2/f;n;;
286;жи;(жи).т.ьн.ъ;житьнъ1;2/a;a;;707
285;жи;(жи).т.ьн.ъ;житьнъ2;2/a;a;;
