root_number;root_form;mphl;norm;par_index;class;extent;reference
491;лиЁ;по.(лиЁ).а.т.и;полиАти;3*;v;;736
491;ли;по.(ли).в.а.т.и;поливати;7;v;;736
492;лиз;по.(лиз).а.т.и;полизати;3;v;;
482;лож;по.(лож).ен.ьЁ.е;положениЕ;2/n;n;;827
482;лож;по.(лож).и.т.и;положити;1;v;;827
509;луч;по.(луч).аЁ.ь;получаи;2/m;n;;
509;луч;по.(луч).ен.ьЁ.е;получениЕ;2/n;n;;
509;луч;по.(луч).ив.ъ;получивъ;2/a;a;;
509;луч;по.(луч).и.т.и;получити;1;v;;
693;пол;(пол).ъ;полъ;2/m;n;;779
