id;root_number;root_form;mphl;norm;par_index;class;extent;reference;;
5012;872;спѣ;(спѣ).ш.ьн.ъ;спѣшьнъ;2/a;a;;;;
5011;872;спѣ;(спѣ).ш.и.т.и;спѣшити;1;v;;;;
5010;872;спѣ;(спѣ).ш.ен.ьj.е;спѣшениѥ;2/n;n;;;;
5009;872;спѣ;(спѣ).х.ъ;спѣхъ;2/m;n;;;;
5008;872;спѣ;(спѣ).т.и;спѣти;4v;v;;;;
5007;338;спол;((спол)).ин.ъ;сполинъ;2/m++;n;;;;
5006;871;спод;(спод).ъ;сподъ;2/m;n;;;;
5004;869;соп;(соп).ьц.ь;сопьць;2/m;n;;;;
5003;842;сол;(сол).ьн.ъ;сольнъ;2/a;a;;780;;
5002;842;сол;(сол).ь;соль;1/f;n;;780;;
5001;842;сол;(сол).ищ.ьск.ъ;солищьскъ;2/a;a;;780;;
5000;842;сол;(сол).и.л.о;солило;2/n;n;;780;;
4999;867;сок;(сок).ъ;сокъ;2/m;n;;;;
4998;868;сокач;((сокач)).ьj.и;сокачии;2/f*;n;;;;
4997;866;сов;(сов).а.т.и;совати;7;v;;722;;
3078;803;соб;(соб).и.т.и;собити;1;v;;800;;
4996;865;снѣг;(снѣг).ъ;снѣгъ;2/m;n;;;;
4995;864;сноп;(сноп).ъ;снопъ;2/m;n;;;;
4994;858;смѣ;(смѣ).х.ъ;смѣхъ;2/m;n;;740;;
4991;862;смрьд;(смрьд).ъ;смрьдъ;2/m;n;;764;;
4992;861;смръд;(смръд).ѣ.т.и;смръдѣти;2;v;;681; 764;
4990;861;смрад;(смрад).ьн.ъ;смрадьнъ;2/a;a;;681; 764;
4989;861;смрад;(смрад).ъ;смрадъ;2/m;n;;681; 764;
4988;860;смок;(смок).ы;смокы;0/f;n;;;;
4987;860;смок;(смок).ъв.ьн.ъ;смокъвьнъ;2/a;a;;;;
4986;860;смок;(смок).ъв.ьн.ич.ьн.ъ;смокъвьничьнъ;2/a;a;;;;
4985;860;смок;(смок).ъв.ьн.иц.а;смокъвьница;2/f;n;;;;
4984;860;смок;(смок).ъв.ин.ъ;смокъвинъ;2/a;a;;;;
4983;860;смок;(смок).ъв.ин.ьj.е;смокъвиниѥ;2/n;n;;;;
4982;858;смиj;(смиj).а.т.и;смиꙗти;3*;v;;740;;
4993;859;смик;(смик).а.т.и;смикати;7;v;;;;
4981;855;слѣп;(слѣп).ьц.ь;слѣпьць;2/m;n;;680; 781; 782
4980;855;слѣп;(слѣп).ъ;слѣпъ;2/a;a;;680; 781; 782
4979;855;слѣп;(слѣп).от.а;слѣпота;2/f;n;;680; 781; 782
4978;857;слѣд;(слѣд).ъ;слѣдъ;2/m;n;;;;
4977;857;слѣд;(слѣд).ов.а.н.ьj.е;слѣдованиѥ;2/n;n;;;;
4976;857;слѣд;(слѣд).и.т.и;слѣдити;1;v;;;;
4975;854;сльз;(сльз).ьн.ъ;сльзьнъ;2/a;a;;;;
4974;853;сльз;(сльз).ък.ъ;сльзъкъ;2/a;a;;;;
4973;854;сльз;(сльз).и.т.и;сльзити;1;v;;;;
4972;854;сльз;(сльз).а;сльза;2/f;n;;;;
4971;844;слы;(слы).ш.ѣ.т.и;слышати;2;v;;720;;
4970;844;слы;(слы).ш.ѣ.н.ьj.е;слышаниѥ;2/n;n;;720;;
4969;852;слън;(слън).ьч.ьн.ъ;слъньчьнъ;2/a;a;;;;
4968;852;слън;(слън).ьц.е;слъньце;2/n;n;;;;
4967;844;слу;(слу).ш.а.т.и;слушати;7;v;;720;;
4966;844;слу;(слу).х.ъ;слухъ;2/m;n;;720;;
4965;844;слу;(слу).т.ьj.е;слутиѥ;2/n;n;;720;;
4964;844;слу;(слу).т.и;слути;4h);v;;720;;
4963;851;слуз;(слуз).ъ;слузъ;2/m;n;;;;
4962;850;служ;(служ).ьб.а;служьба;2/f;n;;;;
4961;850;служ;(служ).и.т.и;служити;1;v;;;;
4960;850;служ;(служ).и.т.ел҄.ьн.иц.а;служител҄ьница;2/f;n;;;;
4959;850;служ;(служ).и.т.ел҄.ь;служител҄ь;2/m*;n;;;;
4958;850;служ;(служ).ен.ьj.е;служениѥ;2/n;n;;;;
4957;850;слуг;(слуг).ов.а.т.и;слуговати;6;v;;;;
4956;850;слуг;(слуг).а;слуга;2/f;n;;;;
4955;849;слон;(слон).ов.ьн.ъ;слоновьнъ;2/a;a;;;;
4954;844;слов;(слов).о;слово;0/n;n;;720;;
4953;844;слов;(слов).ес.ьн.ъ;словесьнъ;2/a;a;;720;;
4952;848;слин;(слин).а;слина;2/f;n;;;;
4951;842;сла;(сла).т.ин.а;слатина;2/f;n;;780;;
4950;842;сла;(сла).д.т.ьн.ъ;сластьнъ;2/a;a;;780;;
4949;842;сла;(сла).д.т.ь;сласть;1/f;n;;780;;
4948;842;сла;(сла).н.ъ;сланъ;2/a;a;;780;;
4947;846;сланут;((сланут)).ък.ъ;сланутъкъ;2/m;n;;;;
4946;845;слан;(слан).а;слана;2/f;n;;;;
4945;842;сла;(сла).д.ък.ъ;сладъкъ;2/a;a;;780;;
4944;842;сла;(сла).д.ост.ь;сладость;1/f;n;;780;;
4943;844;слав;(слав).ьн.ъ;славьнъ;2/a;a;;720;;
4940;844;славл҄;(славл҄).ен.ьj.е;славл҄ѥниѥ;2/n;n;;720;;
4942;844;слав;(слав).и.т.и;славити;1;v;;720;;
4941;844;слав;(слав).а;слава;2/f;n;;720;;
4939;843;слаб;(слаб).ъ;слабъ;2/a;a;;;;
4938;843;слаб;(слаб).ост.ь;слабость;1/f;n;;;;
4915;838;скѫп;(скѫп).ост.ь;скѫпость;1/f;n;;833;;
4914;840;скѫд;(скѫд).ѣ.т.и;скѫдѣти;7;v;;;;
4913;841;скѫдъл;((скѫдъл)).ьн.ич.ь;скѫдъльничь;2/a;a;;;;
4912;841;скѫдъл;((скѫдъл)).ьн.ик.ъ;скѫдъльникъ;2/m;n;;;;
4911;841;скѫдъл;((скѫдъл)).ьн.ик.ов.ъ;скѫдъльниковъ;2/a;a;;;;
4910;841;скѫдъл;((скѫдъл)).ъ;скѫдълъ;2/m;n;;;;
4909;840;скѫд;(скѫд).ъ;скѫдъ;2/a;a;;;;
4908;840;скѫд;(скѫд).ост.ь;скѫдость;1/f;n;;;;
4937;839;скълѧѕ;((скълѧѕ)).ь;скълѧѕь;2/m;n;;;;
4936;837;скрьж;(скрьж).ьт.ъ;скрьжьтъ;2/m;n;;;;
4935;837;скрьж;(скрьж).ьт.а.т.и;скрьжьтати;3;v;;;;
4934;837;скрьж;(скрьж).ьт.а.н.ьj.е;скрьжьтаниѥ;2/n;n;;;;
4933;836;скръб;(скръб).ѣ.т.и;скръбѣти;2;v;;;;
4932;836;скръб;(скръб).ьн.ъ;скръбьнъ;2/a;a;;;;
4931;836;скръб;(скръб).ь;скръбь;1/f;n;;;;
4930;836;скръб;(скръб).и.т.и;скръбити;1;v;;;;
4927;835;скрин҄;(скрин҄).а;скрин҄ꙗ;2/f;n;;;;
4929;835;скрин;(скрин).иц.а;скриница;2/f;n;;;;
4928;834;скрижал;((скрижал)).ь;скрижаль;1/f;n;;;;
4926;824;скоч;(скоч).и.т.и;скочити;1;v;;657;;
4925;833;скот;(скот).ьн.ъ;скотьнъ;2/a;a;;;;
4924;833;скот;(скот).ъ;скотъ;2/m;n;;;;
4923;833;скот;(скот).ьj.ь;скотии;2/a;a;;;;
4922;832;скор;(скор).ъ;скоръ;2/a;a;;;;
4921;832;скор;(скор).от.а;скорота;2/f;n;;;;
4920;832;скор;(скор).ост.ь;скорость;1/f;n;;;;
4919;830;скоп;(скоп).ьц.ь;скопьць;2/m;n;;;;
4918;830;скоп;(скоп).и.т.и;скопити;1;v;;;;
4917;829;сковрад;((сковрад)).а;сковрада;2/f;n;;62;;
4916;828;склаб;(склаб).и.т.и;склабити;1;v;;;;
4900;827;скврь;(скврь).н҄.ен.ьj.е;скврьн҄ѥниѥ;2/n;n;;62;;
4907;827;скврь;(скврь).н.ьн.ъ;скврьньнъ;2/a;a;;62;;
4906;827;скврь;(скврь).н.ьн.ик.ъ;скврьньникъ;2/m;n;;62;;
4905;827;скврь;(скврь).н.ъ;скврьнъ;2/a;a;;62;;
4904;827;скврь;(скврь).н.ост.ь;скврьность;1/f;n;;62;;
4903;827;скврь;(скврь).н.и.т.и;скврьнити;1;v;;62;;
4902;827;скврь;(скврь).н.ав.ъ;скврьнавъ;2/a;a;;62;;
4901;827;скврь;(скврь).н.а;скврьна;2/f;n;;62;;
4899;826;сквож;(сквож).ьн҄.а;сквожьн҄ꙗ;2/f;n;;;;
4898;825;сквар;(сквар).а;сквара;2/f;n;;62; 763;
4897;824;скак;(скак).а.т.и;скакати;3;v;;657;;
4875;820;сиj;(сиj).а.т.и;сиꙗти;7;v;;;;
4874;820;сиj;(сиj).а.н.ьj.е;сиꙗниѥ;2/n;n;;;;
4776;797;с;(с).иц.ь;сиць;2/p+;a;;798;;
4775;797;с;(с).иц.ев.ъ;сицевъ;2/a;a;;798;;
4881;823;сир;(сир).ъ;сиръ;2/a;a;;;;
4880;823;сир;(сир).от.ьств.о;сиротьство;2/n;n;;;;
4879;823;сир;(сир).от.а;сирота;2/f;n;;;;
4878;821;сил;(сил).ьн.ъ;сильнъ;2/a;a;;;;
4877;819;си;(си).л.о;сило;2/n;n;;663;;
4876;821;сил;(сил).а;сила;2/f;n;;;;
4873;818;сет;(сет).ьн.ъ;сетьнъ;2/a;a;;;;
4872;817;сестр;(сестр).а;сестра;2/f;n;;;;
4871;816;сел;(сел).ьн.ъ;сельнъ;2/a;a;;658;;
4870;816;сел;(сел).о;село;2/n;n;;658;;
4869;816;сел;(сел).ищ.е;селище;2/n;n;;658;;
4868;816;сел;(сел).и.т.и;селити;1;v;;658;;
4867;797;сел;((сел)).ик.ъ;селикъ;2/p;a;;798;;
4866;815;сек;(сек).ыр.а;секыра;2/f;n;;658;;
4865;797;с;(с).еj.иц.а;сеица;2/f;n;;798;;
4864;814;седм;(седм).ь;седмь;1/f;n;;62;;
4863;814;седм;(седм).ъ;седмъ;2/a;a;;62;;
4862;814;седм;(седм).ор.ъ;седморъ;2/a;a;;62;;
4861;814;седм;(седм).ор.иц.а;седморица;2/f;n;;62;;
4860;814;седм;(седм).иц.а;седмица;2/f;n;;62;;
4858;813;свѧщ;(свѧщ).ен.ьj.е;свѧщениѥ;2/n;n;;;;
4859;813;свѧщ;(свѧщ).ен.ик.ъ;свѧщеникъ;2/m;n;;;;
4857;813;свѧщ;(свѧщ).а.т.и;свѧщати;7;v;;;;
4856;813;свѧт;(свѧт).ьц.ь;свѧтьць;2/m;n;;;;
4855;813;свѧт;(свѧт).ьб.а;свѧтьба;2/f;n;;;;
4854;813;свѧт;(свѧт).ын҄.ьн.ъ;свѧтын҄ьнъ;2/a;a;;;;
4853;813;свѧт;(свѧт).ын҄.и;свѧтын҄и;2/f*;n;;;;
4852;813;свѧт;(свѧт).ъ;свѧтъ;2/a;a;;;;
4851;813;свѧт;(свѧт).ост.ь;свѧтость;1/f;n;;;;
4850;813;свѧт;(свѧт).и.т.и;свѧтити;1;v;;;;
4849;813;свѧт;(свѧт).и.т.ел҄.ьск.ъ;свѧтител҄ьскъ;2/a;a;;;;
4848;813;свѧт;(свѧт).и.т.ел҄.ь;свѧтител҄ь;2/m*;n;;;;
4847;813;свѧт;(свѧт).и.л.о;свѧтило;2/n;n;;;;
4846;813;свѧт;(свѧт).и.л.ищ.е;свѧтилище;2/n;n;;;;
4845;810;свѣщ;(свѣщ).ьн.ик.ъ;свѣщьникъ;2/m;n;;674;;
4844;810;свѣщ;(свѣщ).и.л.о;свѣщило;2/n;n;;674;;
4843;810;свѣщ;(свѣщ).а;свѣща;2/f;n;;674;;
4842;810;свѣт;(свѣт).ьл.ьств.о;свѣтьльство;2/n;n;;674;;
4841;810;свѣт;(свѣт).ьл.ъ;свѣтьлъ;2/a;a;;674;;
4840;810;свѣт;(свѣт).ьл.от.а;свѣтьлота;2/f;n;;674;;
4839;810;свѣт;(свѣт).ьл.ост.ь;свѣтьлость;1/f;n;;674;;
4838;810;свѣт;(свѣт).ъ;свѣтъ;2/m;n;;674;;
4837;810;свѣт;(свѣт).ов.ьн.ъ;свѣтовьнъ;2/a;a;;674;;
4836;810;свѣт;(свѣт).и.т.и;свѣтити;1;v;;674;;
4835;810;свѣт;(свѣт).и.т.ел҄.ь;свѣтител҄ь;2/m*;n;;674;;
4834;810;свѣт;(свѣт).и.л.ьн.ик.ъ;свѣтильникъ;2/m;n;;674;;
4833;810;свѣт;(свѣт).и.л.о;свѣтило;2/n;n;;674;;
4832;810;свьт;(свьт).ѣ.т.и;свьтѣти;2;v;;674;;
4831;810;свьт;(свьт).ѣ.н.ьj.е;свьтѣниѥ;2/n;n;;674;;
4830;812;свраб;(свраб).ьн.ъ;сврабьнъ;2/a;a;;62;;
4829;803;св;(св).оj.ьств.ьн.ъ;своиствьнъ;2/a;a;;800;;
4828;803;св;(св).оj.ь;свои;2/p;a;;800;;
4823;811;свобожд;((свобожд)).ен.ьj.е;свобождениѥ;2/n;n;;;;
4827;811;свобод;((свобод)).ьн.ъ;свободьнъ;2/a;a;;;;
4826;811;свобод;((свобод)).и.т.и;свободити;1;v;;;;
4825;811;свобод;((свобод)).и.т.ел҄.ь;свободител҄ь;2/m*;n;;;;
4824;811;свобод;((свобод)).а;свобода;2/f;n;;;;
4822;811;свобажд;((свобажд)).а.т.и;свобаждати;7;v;;;;
4821;810;свит;(свит).а.т.и;свитати;7;v;;674;;
4820;809;свист;(свист).а.н.ьj.е;свистаниѥ;2/n;n;;;;
4819;808;свир;(свир).ѣл.ь;свирѣль;1/f;n;;;;
4818;808;свир;(свир).ьц.ь;свирьць;2/m;n;;;;
4817;808;свир;(свир).а.т.и;свирати;7;v;;;;
4816;807;свин;(свин).ъ;свинъ;2/a;a;;;;
4815;807;свин;(свин).ьj.и;свинии;2/f*;n;;;;
4814;806;сверѣп;((сверѣп)).ьств.о;сверѣпьство;2/n;n;;;;
4813;806;сверѣп;((сверѣп)).ъ;сверѣпъ;2/a;a;;;;
4812;806;сверѣп;((сверѣп)).ов.а.т.и;сверѣповати;6;v;;;;
4811;805;свекр;(свекр).ы;свекры;0/f;n;;;;
4810;804;свар;(свар).ьн.ик.ъ;сварьникъ;2/m;n;;;;
4809;804;свар;(свар).ъ;сваръ;2/m;n;;;;
4808;802;сапог;((сапог)).ъ;сапогъ;2/m;n;;;;
4807;801;сан;(сан).ъ;санъ;2/m;n;;;;
4806;801;сан;(сан).ов.ит.ъ;сановитъ;2/a;a;;;;
4805;800;сам;(сам).ъч.ьj.и;самъчии;2/f*;n;;;;
4804;799;сам;(сам).ъ;самъ;2/p;a;;799;;
4803;798;сад;(сад).ъ;садъ;2/m;n;;832;;
4802;798;сад;(сад).и.т.и;садити;1;v;;832;;
4725;795;рѫч;(рѫч).ьн.ъ;рѫчьнъ;2/a;a;;;;
4724;795;рѫк;(рѫк).а;рѫка;2/f;n;;;;
4723;794;рѫж;(рѫж).ьн.ъ;рѫжьнъ;2/a;a;;;;
4722;794;рѫж;(рѫж).ен.ьj.е;рѫжениѥ;2/n;n;;;;
4721;794;рѫг;(рѫг).ъ;рѫгъ;2/m;n;;;;
4720;794;рѫг;(рѫг).а.т.и;рѫгати;7;v;;;;
4801;793;рѧд;(рѧд).ъ;рѧдъ;2/m;n;;;;
4790;769;рѣj;(рѣj).а.т.и;рѣꙗти;3;v;;739;;
4800;792;рѣш;(рѣш).и.т.и;рѣшити;1;v;;;;
4799;769;рѣ;(рѣ).ч.ьн.ъ;рѣчьнъ;2/a;a;;739;;
4798;766;рѣч;(рѣч).ьн.ов.а.т.и;рѣчьновати;6;v;;661; 673;
4797;766;рѣч;(рѣч).ь;рѣчь;1/f;n;;661; 673;
4796;766;рѣч;(рѣч).ив.ъ;рѣчивъ;2/a;a;;661; 673;
6372;790;рѣсн;(рѣсн).от.ив.ьн.ъ;рѣснотивьнъ;2/a;a;;;;
4795;790;рѣсн;(рѣсн).от.а;рѣснота;2/f;n;;;;
4794;789;рѣп;(рѣп).ьj.е;рѣпиѥ;2/n;n;;;;
4793;769;рѣ;(рѣ).к.а;рѣка;2/f;n;;739;;
4792;754;рѣз;(рѣз).а.т.и;рѣзати;3;v;;662;;
4791;788;рѣд;(рѣд).ък.ъ;рѣдъкъ;2/a;a;;;;
4774;787;рьв;(рьв).ьн.ост.ь;рьвьность;1/f;n;;;;
4773;787;рьв;(рьв).ьн.ов.а.т.и;рьвьновати;6;v;;;;
4770;787;рьв;(рьв).ьн.ьj.е;рьвьниѥ;2/n;n;;;;
4772;787;рьв;(рьв).ьн.и.т.ел҄.ь;рьвьнител҄ь;2/m*;n;;;;
4771;787;рьв;(рьв).ьн.ив.ъ;рьвьнивъ;2/a;a;;;;
4769;773;ры;(ры).т.и;рыти;4h*%);v;;717;;
4768;773;ры;(ры).л.о;рыло;2/n;n;;717;;
4767;786;рыд;(рыд).а.т.и;рыдати;7;v;;;;
4766;786;рыд;(рыд).а.н.ьj.е;рыданиѥ;2/n;n;;;;
4765;785;рыб;(рыб).иц.а;рыбица;2/f;n;;;;
4764;785;рыб;(рыб).ит.в.ъ;рыбитвъ;2/m;n;;;;
4763;785;рыб;(рыб).ар҄.ь;рыбар҄ь;2/m*;n;;;;
4762;785;рыб;(рыб).а;рыба;2/f;n;;;;
4761;784;ръп;(ръп).ът.ъ;ръпътъ;2/m;n;;;;
4760;784;ръп;(ръп).ът.а.т.и;ръпътати;3;v;;;;
4759;784;ръп;(ръп).ът.а.н.ьj.е;ръпътаниѥ;2/n;n;;;;
4758;783;ръз;(ръз).а.т.и;ръзати;3;v;;;;
4755;781;ръжд;(ръжд).а;ръжда;2/f;n;;719;;
4757;773;ръв;(ръв).ен.ик.ъ;ръвеникъ;2/m;n;;717;;
4756;773;ръв;(ръв).а.т.в.а;ръватва;2/f;n;;717;;
4754;782;руш;(руш).и.т.и;рушити;1;v;;;;
4753;780;ру;(ру).т.и;рути;4h);v;;718;;
4752;773;ру;(ру).н.о;руно;2/n;n;;717;;
4751;781;руд;(руд).м.ѣн.ъ;румѣнъ;2/a;a;;719;;
4750;781;руд;(руд).а;руда;2/f;n;;719;;
4749;779;рот;(рот).и.т.и;ротити;1;v;;;;
4748;778;рос;(рос).и.т.и;росити;1;v;;;;
4747;778;рос;(рос).а;роса;2/f;n;;;;
4746;766;рок;(рок).ъ;рокъ;2/m;n;;661; 673;
4745;776;розг;(розг).а;розга;2/f;n;;;;
4744;777;розвьн;((розвьн)).ъ;розвьнъ;2/m;n;;;;
4743;774;рож;(рож).ьц.ь;рожьць;2/m;n;;;;
4729;755;рожд;(рожд).ьств.ьн.ъ;рождьствьнъ;2/a;a;;657;;
4728;755;рожд;(рожд).ьств.о;рождьство;2/n;n;;657;;
4727;776;рожд;(рожд).ьj.е;рождиѥ;2/n;n;;;;
4726;755;рожд;(рожд).ен.ьj.е;рождениѥ;2/n;n;;657;;
4742;774;рож;(рож).ѣн.ъ;рожанъ;2/a;a;;;;
4741;755;род;(род).ьств.о;родьство;2/n;n;;657;;
4740;755;род;(род).ъ;родъ;2/m;n;;657;;
4739;755;род;(род).и.т.и;родити;1;v;;657;;
4734;755;род;(род).и.т.ел҄.ев.ъ;родител҄ѥвъ;2/a;a;;657;;
4738;755;род;(род).и.т.ел҄.ьств.о;родител҄ьство;2/n;n;;657;;
4737;755;род;(род).и.т.ел҄.ьск.ъ;родител҄ьскъ;2/a;a;;657;;
4736;755;род;(род).и.т.ел҄.ьн.иц.а;родител҄ьница;2/f;n;;657;;
4735;755;род;(род).и.т.ел҄.ь;родител҄ь;2/m*;n;;657;;
4733;774;рог;(рог).ъ;рогъ;2/m;n;;;;
4732;775;рогоз;((рогоз)).ин.а;рогозина;2/f;n;;;;
4731;773;ров;(ров).ьн.ик.ъ;ровьникъ;2/m;n;;717;;
4730;773;ров;(ров).ъ;ровъ;2/m;n;;717;;
4719;769;ри;(ри).ст.а.т.и;ристати;3;v;;739;;
4718;769;ри;(ри).н.ѫ.т.и;ринѫти;5;v;;739;;
4717;772;рик;(рик).а.т.и;рикати;7;v;;;;
4716;771;риз;(риз).ьн.ъ;ризьнъ;2/a;a;;;;
4715;771;риз;(риз).ьн.иц.а;ризьница;2/f;n;;;;
4714;771;риз;(риз).а;риза;2/f;n;;;;
4713;769;ри;(ри).в.а.т.и;ривати;7;v;;739;;
4712;766;рек;(рек).т.и;рещи;4c@;v;;661; 673;
4711;763;рет;(рет).ь;реть;1/f;n;;830;;
4710;763;рет;(рет).и.т.и;ретити;1;v;;830;;
4709;767;рем;(рем).ьств.о;ремьство;2/n;n;;;;
4708;768;рем;(рем).ен.ь;ремень;1/m;n;;;;
4707;765;ребр;(ребр).о;ребро;2/n;n;;;;
6341;1076;чит;раз.(чит).т.и;ращисти;4c*(;v;;659;;
4706;762;ращ;(ращ).ен.ьj.е;ращениѥ;2/n;n;;;;
4704;1101;шир҄;раз.(шир҄).а.т.и;рашир҄ꙗти;7;v;;;;
4705;1101;шир;раз.(шир).и.т.и;раширити;1;v;;;;
4703;764;рач;(рач).и.т.и;рачити;1;v;;;;
4702;763;рат;(рат).ьн.ъ;ратьнъ;2/a;a;;830;;
4701;763;рат;(рат).ьн.ич.ьск.ъ;ратьничьскъ;2/a;a;;830;;
4700;763;рат;(рат).ьн.ик.ъ;ратьникъ;2/m;n;;830;;
4699;763;рат;(рат).ь;рать;1/f;n;;830;;
4698;639;ра;(ра).т.аj.ь;ратаи;2/m;n;;759;;
4638;936;сѫжд;раз.(сѫжд).ен.ьj.е;расѫждениѥ;2/n;n;;;;
4637;936;сѫжд;раз.(сѫжд).а.т.и;расѫждати;7;v;;;;
4639;936;сѫд;раз.(сѫд).и.т.и;расѫдити;1;v;;;;
4695;926;сѣ;раз.(сѣi̯).а.т.и;расѣꙗти;3;v;;;;
4694;926;сѣ;раз.(сѣi̯).а.н.ьj.е;расѣꙗниѥ;2/n;n;;;;
4697;815;сѣк;раз.(сѣк).т.и;расѣщи;4c;v;;658;;
4696;798;сѣд;раз.(сѣд).а.т.и;расѣдати;7;v;;832;;
4693;917;сып;раз.(сып).а.т.и;расыпати;3;v;;660;;
4692;542;мотр;раз.съ.(мотр).и.т.и;расъмотрити;1;v;;657;;
4691;542;матр҄;раз.съ.(матр҄).а.т.и;расъматр҄ꙗти;7;v;;657;;
6340;1057;цѣп;раз.(цѣп).и.т.и;расцѣпити;1;v;;;;
4690;1048;хыщ;раз.(хыщ).а.т.и;расхыщати;7;v;;;;
4689;1048;хыт;раз.(хыт).и.т.и;расхытити;1;v;;;;
4688;1021;ход;раз.(ход).и.т.и;расходити;1;v;;657;;
4677;885;стѫп;раз.(стѫп).и.т.и;растѫпити;1;v;;834;;
4687;999;тьл;раз.(тьл).ѣ.т.и;растьлѣти;7;v;;;;
4686;762;раст;(раст).ъ;растъ;2/m;n;;;;
4685;973;трьѕ;раз.(трьѕ).а.т.и;растрьѕати;3*;v;;769;;
4684;973;трьѕ;раз.(трьѕ).а.н.ьj.е;растрьѕаниѥ;2/n;n;;769;;
4683;973;тръг;раз.(тръг).н.ѫ.т.и;растръгнѫти;5;v;;769;;
4682;973;тръг;раз.(тръг).а.т.и;растръгати;7;v;;769;;
4681;970;трош;раз.(трош).и.т.и;растрошити;1;v;;;;
4678;879;сто;раз.(стоi̯).ѣ.т.и;растоꙗти;2;v;;657;;
4680;941;точ;раз.(точ).и.т.и;расточити;1;v;;661; 675;
4679;942;топ;раз.(топ).и.т.и;растопити;1;v;;657;;
4676;762;раст;(раст).и.т.и;растити;1;v;;;;
4675;762;раст;(раст).т.и;расти;4c;v;;;;
4674;941;тек;раз.(тек).т.и;растещи;4c@;v;;661; 675;
4673;944;твор҄;раз.(твор҄).ен.ьj.е;раствор҄ѥниѥ;2/n;n;;657;;
6335;89;твор;раз.((твор)).и.т.и;растворити2;1;v;;62; 745;
6336;944;твор;раз.(твор).и.т.и;растворити1;1;v;;657;;
4672;944;твар҄;раз.(твар҄).а.т.и;раствар҄ꙗти;7;v;;657;;
4670;940;таj;раз.(таj).а.т.и;растаꙗти;3;v;;;;
4671;941;тач;раз.(тач).а.т.и;растачати;7;v;;661; 675;
4657;748;пѫт;раз.(пѫт).ьj.е;распѫтиѥ;2/n;n;;;;
4656;747;пѫд;раз.(пѫд).и.т.и;распѫдити;1;v;;;;
