id;root_number;root_form;mphl;norm;par_index;class;extent;reference;;
3202;730;пуст;отъ.(пуст).и.т.и;отъпустити;1;v;;;;
3201;670;плу;отъ.(плу).т.и;отъплути;4h);v;;715;;
3200;672;плат;отъ.(плат).и.т.и;отъплатити;1;v;;;;
3199;649;пад;отъ.(пад).т.и;отъпасти;4c;v;;;;
3198;649;пад;отъ.(пад).ен.ьj.е;отъпадениѥ;2/n;n;;;;
3197;649;пад;отъ.(пад).а.т.и;отъпадати;7;v;;;;
3196;607;нос;отъ.(нос).и.т.и;отъносити;1;v;;661; 670;
3195;535;мог;отъ.не.(мог).т.и;отънемощи;4c;v;;657;;
3194;545;мѣт;отъ.(мѣт).а.т.и;отъмѣтати;7;v;;661; 669;
3193;583;мьщ;отъ.(мьщ).ен.ьj.е;отъмьщениѥ;2/n;n;;;;
3192;583;мьщ;отъ.(мьщ).а.т.и;отъмьщати;7;v;;;;
3191;583;мьст;отъ.(мьст).и.т.и;отъмьстити;1;v;;;;
3190;571;мы;отъ.(мы).т.и;отъмыти;4h*%);v;;713;;
3189;571;мыв;отъ.(мыв).а.т.и;отъмывати;7;v;;713;;
3188;545;мет;отъ.(мет).ьн.ъ;отъметьнъ;2/a;a;;661; 669;
3187;545;мет;отъ.(мет).а.т.и;отъметати;3°;v;;661; 669;
3186;545;мет;отъ.(мет).а.н.ьj.е;отъметаниѥ;2/n;n;;661; 669;
3183;526;лѫч;отъ.(лѫч).ьн.ъ;отълѫчьнъ;2/a;a;;695;;
3182;526;лѫч;отъ.(лѫч).и.т.и;отълѫчити;1;v;;695;;
3181;526;лѫч;отъ.(лѫч).ен.ьj.е;отълѫчениѥ;2/n;n;;695;;
3180;526;лѫч;отъ.(лѫч).а.т.и;отълѫчати;7;v;;695;;
3185;496;лѣк;отъ.(лѣк).ъ;отълѣкъ;2/m;n;;828;;
3184;482;лож;отъ.(лож).и.т.и;отъложити;1;v;;827;;
3179;482;лаг;отъ.(лаг).а.т.и;отълагати;7;v;;827;;
3177;273;дѣл;отъ.(дѣл).и.т.и;отъдѣлити;1;v;;;;
3176;261;дых;отъ.(дых).а.т.и;отъдыхати;7;v;;706;;
3175;261;дъш;отъ.(дъш).ен.ьj.е;отъдъшениѥ;2/n;n;;706;;
3174;236;доj;отъ.(доj).и.т.и;отъдоити;1;v;;734;;
3173;228;дес;отъ.(дес).ѧт.ьств.ов.а.т.и;отъдесѧтьствовати;6;v;;;;
3170;216;да;отъ.(даi̯).а.т.и;отъдаꙗти;3;v;;820;;
3172;216;да;отъ.(да).т.и;отъдати;0;v;;820;;
3171;216;да;отъ.(да).н.ьj.е;отъданиѥ;2/n;n;;820;;
3169;153;гън;отъ.(гън).а.т.и;отъгънати;0;v;;683; 818;
3168;153;гон;отъ.(гон).и.т.и;отъгонити;1;v;;683; 818;
3167;153;ган҄;отъ.(ган҄).а.т.и;отъган҄ꙗти;7;v;;683; 818;
3166;137;вѣщ;отъ.(вѣщ).а.т.и;отъвѣщати;7;v;;815;;
3165;137;вѣщ;отъ.(вѣщ).а.н.ьj.е;отъвѣщаниѥ;2/n;n;;815;;
3164;137;вѣщ;отъ.(вѣщ).а.в.а.т.и;отъвѣщавати;7;v;;815;;
3163;137;вѣт;отъ.(вѣт).ъ;отъвѣтъ;2/m;n;;815;;
3162;137;вѣ;отъ.(вѣ).т.и;отъвѣти;4v;v;;815;;
3161;121;врѣг;отъ.(врѣг).т.и;отъврѣщи;4c*(;v;;62; 747;
3160;121;врьж;отъ.(врьж).ен.ьj.е;отъврьжениѥ;2/n;n;;62; 747;
3159;117;вращ;отъ.(вращ).а.т.и;отъвращати;7;v;;62; 746;
3158;117;врат;отъ.(врат).и.т.и;отъвратити;1;v;;62; 746;
3157;75;вод;отъ.(вод).и.т.и;отъводити;1;v;;661; 666;
3156;105;влѣк;отъ.(влѣк).т.и;отъвлѣщи;4c*(;v;см. п.  502;62; 772;
3155;75;вед;отъ.(вед).т.и;отъвести;4c;v;;661; 666;
3153;77;вал҄;отъ.(вал҄).ен.ьj.е;отъвал҄ѥниѥ;2/n;n;;62; 771;
3152;77;вал҄;отъ.(вал҄).а.т.и;отъвал҄ꙗти;7;v;;62; 771;
3154;77;вал;отъ.(вал).и.т.и;отъвалити;1;v;;62; 771;
3151;69;бѣж;отъ.(бѣж).ѣ.т.и;отъбѣжати;2;v;;;;
3150;69;бѣг;отъ.(бѣг).н.ѫ.т.и;отъбѣгнѫти;5;v;;;;
3149;69;бѣг;отъ.(бѣг).а.т.и;отъбѣгати;7;v;;;;
3147;984;трѧс;об.(трѧс).т.и;отрѧсти;4c;v;;700;;
3146;792;рѣш;от.(рѣш).и.т.и;отрѣшити;1;v;;;;
3145;792;рѣш;от.(рѣш).ен.ьj.е;отрѣшениѥ;2/n;n;;;;
6326;792;рѣш;от.(рѣш).а.т.и;отрѣшати;7;v;;;;
3143;954;трь;об.(трь).т.и;отрьти;4h•;v;;768;;
3142;766;роч;от.(роч).ѧ;отрочѧ;0/n;n;;661; 673;
3141;766;роч;от.(роч).ьн.ъ;отрочьнъ;2/a;a;;661; 673;
3140;766;роч;от.(роч).ьн.ик.ъ;отрочьникъ;2/m;n;;661; 673;
3139;766;роч;от.(роч).ищ.ь;отрочищь;2/m;n;;661; 673;
3138;766;роч;от.(роч).ин.а;отрочина;2/f;n;;661; 673;
3137;766;роч;от.(роч).ьj.ь;отрочии;2/a;a;;661; 673;
3136;766;рок;от.(рок).ъ;отрокъ;2/m;n;;661; 673;
3135;766;рок;от.(рок).ов.иц.а;отроковица;2/f;n;;661; 673;
3134;966;тров;об.(тров).ен.ьj.е;отровениѥ;2/n;n;;728;;
3133;966;трав;об.(трав).и.т.и;отравити;1;v;;728;;
3132;941;точ;об.(точ).ьн.ъ;оточьнъ;2/a;a;;661; 675;
3131;941;ток;об.(ток).ъ;отокъ;2/m;n;;661; 675;
3130;961;тлъст;об.(тлъст).ѣ.т.и;отлъстѣти;7;v;;62;;
3129;957;тиш;об.(тиш).ьj.е;отишиѥ;2/n;n;;663;;
3128;957;тиш;об.(тиш).а.т.и;отишати;7;v;;663;;
3127;329;и;от.(и).т.и;отити;0;v;;826;;
3126;954;тир;об.(тир).а.т.и;отирати;7;v;;768;;
6388;941;тек;об.(тек).т.и;отещи;4c@;v;;661; 675;
3125;122;врѣз;от.(врѣз).т.и;отврѣсти;4c*(;v;;62; 678; 748
3124;122;врьз;от.(врьз).т.ьj.е;отврьстиѥ;2/n;n;;62; 678; 748
3123;122;врьз;от.(врьз).а.т.и;отврьзати;7;v;;62; 678; 748
3122;89;вор;от.(вор).и.т.и;отворити;1;v;;62; 745;
3045;937;сѫк;об.(сѫк).ат.ъ;осѫкатъ;2/a;a;;;;
3042;936;сѫжд;от.(сѫжд).ен.ьj.е;осѫждениѥ;2/n;n;;;;
3041;936;сѫжд;от.(сѫжд).а.т.и;осѫждати;7;v;;;;
3044;936;сѫд;от.(сѫд).ьн.ъ;осѫдьнъ;2/a;a;;;;
3043;936;сѫд;от.(сѫд).и.т.и;осѫдити;1;v;;;;
3120;933;сѧѕ;об.(сѧѕ).а.т.и;осѧѕати;7;v;;;;
3121;933;сѧг;об.(сѧг).н.ѫ.т.и;осѧгнѫти;5;v;;;;
3119;926;сѣ;об.(сѣ).т.и;осѣти;4v;v;;;;
3118;798;сѣд;об.(сѣд).т.и;осѣсти;0;v;;832;;
3116;929;сѣн҄;об.(сѣн҄).а.т.и;осѣн҄ꙗти;7;v;;;;
3117;929;сѣн;об.(сѣн).и.т.и;осѣнити;1;v;;;;
3115;643;ос;(ос).ьл.ѧт.ин.ъ;осьлѧтинъ;2/a;a;;;;
3114;643;ос;(ос).ьл.ѧ;осьлѧ;0/n;n;;;;
3113;643;ос;(ос).ьл.ьск.ъ;осьльскъ;2/a;a;;;;
3111;643;ос;(ос).ьл҄.ь;осьл҄ь;2/a;a;;;;
3112;643;ос;(ос).ьл.ъ;осьлъ;2/m;n;;;;
3110;913;сыр;от.(сыр).ѣ.т.и;осырѣти;7;v;;726;;
3109;917;сып;об.(сып).а.т.и;осыпати;3;v;;660;;
3108;917;съп;об.(съп).ы;осъпы;2/f;n;;660;;
3107;914;суш;от.(суш).а.т.и;осушати;7;v;;727;;
3093;885;стѫп;от.(стѫп).ьн.ъ;остѫпьнъ;2/a;a;;834;;
3223;885;стѫп;от.(стѫп).и.т.и;остѫпити2;1;v;;834;;
3092;885;стѫп;об.(стѫп).и.т.и;остѫпити1;1;v;;834;;
3091;885;стѫп;от.(стѫп).а.т.и;остѫпати;7;v;;834;;
3106;908;стѣн;об.(стѣн).и.т.и;остѣнити;1;v;;;;
3105;646;ост;(ост).ьн.ъ;остьнъ;2/m;n;;;;
3104;897;стръг;от.(стръг).а.т.и;остръгати;3*;v;;724;;
3103;646;ост;(ост).р.ъ;остръ;2/a;a;;;;
3102;898;струj;об.(струj).и.т.и;оструити;1;v;;;;
3101;646;ост;(ост).р.ост.ь;острость;1/f;n;;;;
3100;646;ост;(ост).р.ог.ъ;острогъ;2/m;n;;;;
3099;895;стров;об.(стров).ъ;островъ;2/m;n;;723;;
3097;646;ост;(ост).р.ьj.е;остриѥ;2/n;n;;;;
3098;646;ост;(ост).р.и.т.и;острити;1;v;;;;
3096;890;страд;от.(страд).т.и.т.и;острастити;1;v;;;;
3095;879;сто;об.(стоi̯).ѣ.т.и;остоꙗти;2;v;;657;;
3094;879;сто;об.(стоi̯).ѣ.н.ьj.е;остоꙗниѥ;2/n;n;;657;;
3083;879;ста;от.(стаi̯).а.т.и;остаꙗти;3;v;;657;;
6365;879;ста;от.(ста).т.ъч.ьн.ъ;остатъчьнъ;2/a;a;;657;;
3090;879;ста;от.(ста).т.ък.ъ;остатъкъ;2/m;n;;657;;
3089;879;ста;от.(ста).т.ьj.е;остатиѥ;2/n;n;;657;;
3088;879;ста;от.(ста).т.и;остати;0;v;;657;;
3087;879;ста;от.(ста).н.ък.ъ;останъкъ;2/m;n;;657;;
3085;879;ста;от.(ста).вл҄.ен.ьj.е;оставл҄ѥниѥ;2/n;n;;657;;
3084;879;ста;от.(ста).вл҄.а.т.и;оставл҄ꙗти;7;v;;657;;
3086;879;ста;от.(ста).в.и.т.и;оставити;1;v;;657;;
2808;877;срьд;об.(срьд).ов.а.н.ьj.е;осрьдованиѥ;2/n;n;;62; 765;
3081;874;срамл҄;об.(срамл҄).ен.ьj.е;осрамл҄ѥниѥ;2/n;n;;62;;
3080;874;срамл҄;об.(срамл҄).а.т.и;осрамл҄ꙗти;7;v;;62;;
3082;874;срам;об.(срам).и.т.и;осрамити;1;v;;62;;
3079;842;сол;об.(сол).и.т.и;осолити;1;v;;780;;
3077;865;снѣж;об.(снѣж).и.т.и;оснѣжити;1;v;;;;
3076;863;сныв;об.(сныв).а.т.и;оснывати;7;v;;721;;
3075;863;снов;об.(снов).а.т.и;основати;3°;v;;721;;
3074;863;снов;об.(снов).а.н.ьj.е;основаниѥ;2/n;n;;721;;
3073;645;осм;(осм).ь;осмь;1/f;n;;;;
3072;645;осм;(осм).ъ;осмъ;2/a;a;;;;
3071;861;смрад;об.(смрад).и.т.и;осмрадити;1;v;;681; 764;
3069;855;слѣпл҄;об.(слѣпл҄).ен.ьj.е;ослѣпл҄ѥниѥ;2/n;n;;680; 781; 782
3068;855;слѣпл҄;об.(слѣпл҄).а.т.и;ослѣпл҄ꙗти;7;v;;680; 781; 782
3070;855;слѣп;об.(слѣп).и.т.и;ослѣпити;1;v;;680; 781; 782
6325;855;сльп;об.(сльп).н.ѫ.т.и;осльпнѫти;5;v;;680; 781; 782
3067;855;сльп;об.(сльп).ен.ьj.е;осльпениѥ;2/n;n;;680; 781; 782
3066;844;слу;об.(слу).ш.ьл.ив.ъ;ослушьливъ;2/a;a;;720;;
3065;844;слу;об.(слу).ш.а.т.и;ослушати;7;v;;720;;
3064;844;слу;об.(слу).ш.а.н.ьj.е;ослушаниѥ;2/n;n;;720;;
3063;843;слаб;об.(слаб).ѣ.т.и;ослабѣти;7;v;;;;
3060;843;слабл҄;об.(слабл҄).ен.ьj.е;ослабл҄ѥниѥ;2/n;n;;;;
3059;843;слабл҄;об.(слабл҄).а.т.и;ослабл҄ꙗти;7;v;;;;
3062;843;слаб;об.(слаб).и.т.и;ослабити;1;v;;;;
3061;843;слаб;об.(слаб).а;ослаба;2/f;n;;;;
3058;646;ост;(ост).л.а;осла;2/f;n;;;;
3051;840;скѫд;об.(скѫд).ѣ.т.и;оскѫдѣти;7;v;;;;
3050;840;скѫд;об.(скѫд).и.т.и;оскѫдити;1;v;;;;
3057;644;оскръд;((оскръд)).ъ;оскръдъ;2/m;n;;;;
3056;836;скръб;об.(скръб).ѣ.т.и;оскръбѣти;2;v;;;;
3054;836;скръбл҄;об.(скръбл҄).а.т.и;оскръбл҄ꙗти;7;v;;;;
3055;836;скръб;об.(скръб).и.т.и;оскръбити;1;v;;;;
3052;828;склабл҄;об.(склабл҄).ен.ьj.е;осклабл҄ѥниѥ;2/n;n;;;;
3053;828;склаб;об.(склаб).и.т.и;осклабити;1;v;;;;
3047;827;скврь;об.(скврь).н҄.ен.ьj.е;оскврьн҄ѥниѥ;2/n;n;;62;;
3046;827;скврь;об.(скврь).н҄.а.т.и;оскврьн҄ꙗти;7;v;;62;;
3049;827;скврь;об.(скврь).н.и.т.и;оскврьнити;1;v;;62;;
3048;827;скврь;об.(скврь).н.ав.и.т.и;оскврьнавити;1;v;;62;;
3038;820;сиj;об.(сиj).а.т.и;осиꙗти;7;v;;;;
3039;822;син҄;об.(син҄).а.т.и;осин҄ꙗти;7;v;;;;
3040;819;си;об.(си).л.о;осило;2/n;n;;663;;
3037;798;сед;об.(сед).ъл.а.т.и;оседълати;7;v;;832;;
3036;813;свѧщ;об.(свѧщ).ен.ьj.е;освѧщениѥ;2/n;n;;;;
3035;813;свѧщ;об.(свѧщ).а.т.и;освѧщати;7;v;;;;
3034;813;свѧт;об.(свѧт).и.т.и;освѧтити;1;v;;;;
3033;810;свѣщ;об.(свѣщ).ен.ьj.е;освѣщениѥ;2/n;n;;674;;
3032;810;свѣщ;об.(свѣщ).а.т.и;освѣщати;7;v;;674;;
3031;810;свѣщ;об.(свѣщ).а.в.а.т.и;освѣщавати;7;v;;674;;
3030;810;свѣт;об.(свѣт).и.т.и;освѣтити;1;v;;674;;
2818;810;свит;об.(свит).а.т.и;освитати;7;v;;674;;
2815;642;орѫж;((орѫж)).ьн.ик.ъ;орѫжьникъ;2/m;n;;;;
2814;642;орѫж;((орѫж)).ьj.е;орѫжиѥ;2/n;n;;;;
2813;641;орѫд;((орѫд)).ьj.е;орѫдиѥ;2/n;n;;;;
2816;640;ор;(ор).ьл҄.ь;орьл҄ь;2/a;a;;;;
2817;640;ор;(ор).ьл.ъ;орьлъ;2/m;n;;;;
3029;12;ор;(ор).и.т.и;орити;1;v;;657;;
3028;639;ор;(ор).а.т.и;орати;3;v;;759;;
3027;639;ор;(ор).а.л.о;орало;2/n;n;;759;;
3026;733;пыт;об.(пыт).а.т.и;опытати;7;v;;;;
3025;730;пуст;об.(пуст).ѣ.т.и;опустѣти;7;v;;;;
3024;730;пуст;об.(пуст).и.т.и;опустити;1;v;;;;
3023;665;прѣ;об.(прѣ).т.и;опрѣти;4h*(;v;;761;;
3022;722;прѣсн;об.(прѣсн).ъч.ьск.ъ;опрѣснъчьскъ;2/a;a;;;;
3021;722;прѣсн;об.(прѣсн).ък.ъ;опрѣснъкъ;2/m;n;;;;
3020;121;врѣг;от.про.(врѣг).т.и;опроврѣщи;4c*(;v;;62; 747;
3019;705;праж;об.(праж).н҄.а.т.и;опражн҄ꙗти;7;v;;;;
3018;703;прав;об.(прав).ьд.и.т.и;оправьдити;1;v;;;;
3017;703;прав;об.(прав).ьд.а.т.и;оправьдати;7;v;;;;
3016;703;прав;об.(прав).ьд.а.н.ьj.е;оправьданиѥ;2/n;n;;;;
3015;844;слу;об.по.(слу).ш.а.т.и;опослушати;7;v;;720;;
3014;664;пон;об.(пон).а;опона;2/f;n;;687;;
3013;686;плѣн҄;об.(плѣн҄).ен.ьj.е;оплѣн҄ѥниѥ;2/n;n;;;;
3000;688;пл҄ьв;об.(пл҄ьв).а.т.и;опл҄ьвати;3h%*;v;;716;;
3012;681;плъч;об.(плъч).и.т.и;оплъчити;1;v;;;;
3011;681;плъч;об.(плъч).а.т.и;оплъчати;7;v;;;;
3010;676;плот;об.(плот).ъ;оплотъ;2/m;n;;661; 672;
3009;671;плак;об.(плак).а.т.и;оплакати;3;v;;;;
3008;660;печ;об.(печ).ѣл.и.т.и;опечалити;1;v;;665;;
3007;638;опаш;((опаш)).ь;опашь;1/f;n;;;;
3006;659;пас;об.(пас).ьн.ъ;опасьнъ;2/a;a;;;;
3005;659;пас;об.(пас).ъ;опасъ;2/m;n;;;;
3004;659;пас;об.(пас).ив.ъ;опасивъ;2/a;a;;;;
3003;659;пас;об.(пас).ен.ьj.е;опасениѥ;2/n;n;;;;
3001;654;пал҄;об.(пал҄).а.т.и;опал҄ꙗти;7;v;;829;;
3002;654;пал;об.(пал).и.т.и;опалити;1;v;;829;;
2999;620;нѣм;об.(нѣм).ѣ.т.и;онѣмѣти;7;v;;;;
2998;620;нѣмл҄;об.(нѣмл҄).а.т.и;онѣмл҄ꙗти;7;v;;;;
2997;636;он;(он).ъ;онъ;2/p;a;;797;;
2996;637;онущ;((онущ)).а;онуща;2/f;n;;;;
2984;597;мѫт;об.(мѫт).и.т.и;омѫтити;1;v;;697;;
2995;595;мѧч;об.(мѧч).и.т.и;омѧчити;1;v;;696;;
2994;571;мы;об.(мы).т.и;омыти;4h*%);v;;713;;
2993;571;мыв;об.(мыв).а.т.и;омывати;7;v;;713;;
2992;571;мъв;об.(мъв).ен.ьj.е;омъвениѥ;2/n;n;;713;;
2991;539;мрь;об.(мрь).т.в.ѣ.т.и;омрьтвѣти;7;v;;756; 835;
2990;567;мрък;об.(мрък).н.ѫ.т.и;омръкнѫти;5;v;;681; 758;
2989;566;мръз;об.(мръз).ѣ.т.и;омръзѣти;7;v;;681; 757;
2988;567;мрач;об.(мрач).и.т.и;омрачити;1;v;;681; 758;
2987;567;мрач;об.(мрач).а.т.и;омрачати;7;v;;681; 758;
2986;566;мраз;об.(мраз).и.т.и;омразити;1;v;;681; 757;
2985;537;моч;об.(моч).и.т.и;омочити;1;v;;657;;
2983;545;мет;об.(мет).а;омета;2/f;n;;661; 669;
2982;537;мак;об.(мак).а.т.и;омакати;7;v;;657;;
2981;635;олов;((олов)).ѣн.ъ;оловѣнъ;2/a;a;;;;
2980;635;олов;((олов)).о;олово;2/n;n;;;;
2979;462;куш;об.(куш).а.т.и;окушати;7;v;;;;
2978;462;кус;об.(кус).и.т.и;окусити;1;v;;;;
2977;462;кус;об.(кус).а;окуса;2/f;n;;;;
2970;454;крѫг;об.(крѫг).ън҄.ь;окрѫгън҄ь;2/a;a;;;;
2976;452;крьст;об.(крьст).ьн҄.ь;окрьстьн҄ь;2/a;a;;;;
2975;438;кры;от.(кры).т.и;окрыти;4h*%);v;;679; 710;
2974;438;крыв;от.(крыв).а.т.и;окрывати;7;v;;679; 710;
3178;438;кръв;от.(кръв).ен.ьj.е;окръвениѥ;2/n;n;;679; 710;
2973;444;кръв;об.(кръв).ав.и.т.и;окръвавити;1;v;;;;
2972;433;кроч;об.(кроч).и.т.и;окрочити;1;v;;657;;
2971;440;кроп;об.(кроп).и.т.и;окропити;1;v;;;;
2969;436;окрин;((окрин)).ъ;окринъ;2/m;n;;;;
2968;435;крил;об.(крил).и.т.и;окрилити;1;v;;;;
2967;431;крат;об.(крат).и.т.и;ократити;1;v;;;;
2966;425;крад;об.(крад).т.и;окрасти;4c;v;;;;
2965;411;коп;об.(коп).а.т.и;окопати;7;v;;;;
2964;408;кон;об.(кон).ьч.а.т.и;оконьчати;7;v;;;;
2963;398;ков;об.(ков).ъ;оковъ;2/m;n;;;;
2962;398;ков;об.(ков).а.т.и;оковати;3°;v;;;;
2961;634;ок;(ок).о;око;0/n;n;;;;
2954;392;кл҄евет;об.((кл҄евет)).а.т.и;окл҄ѥветати;3;v;;;;
2953;392;кл҄евет;об.((кл҄евет)).а.н.ьj.е;окл҄ѥветаниѥ;2/n;n;;;;
2952;392;кл҄евет;об.((кл҄евет)).а.в.а.т.и;окл҄ѥветавати;7;v;;;;
2960;386;клосн;об.(клосн).и.т.и;оклоснити;1;v;;;;
2956;360;ка;об.(каi̯).а.т.и;окаꙗти;3;v;;;;
2955;360;ка;об.(каi̯).а.н.ьj.е;окаꙗниѥ;2/n;n;;;;
2959;366;кам;об.(кам).ѣн.и.т.и;окамѣнити;1;v;;;;
2957;366;кам;об.(кам).ен҄.ен.ьj.е;окамен҄ѥниѥ;2/n;n;;;;
2958;366;кам;об.(кам).ен.и.т.и;окаменити;1;v;;;;
2951;633;оjьм;((оjьм)).ьств.о;оимьство;2/n;n;;;;
2950;633;оjьм;((оjьм)).ьск.ъ;оимьскъ;2/a;a;;;;
2949;633;оjьм;((оjьм)).и;оими;2/m;n;;;;
2946;324;зъл҄;об.(зъл҄).ен.ьj.е;озъл҄ѥниѥ;2/n;n;;;;
2947;324;зъл;об.(зъл).обл҄.ен.ьj.е;озълобл҄ѥниѥ;2/n;n;;;;
2948;324;зъл;об.(зъл).об.и.т.и;озълобити;1;v;;;;
6302;309;зра;об.(зра).к.ъ;озракъ;2/m;n;;62; 753;
2945;321;зоб;об.(зоб).а.т.и;озобати;3;v;;;;
2944;309;зир;об.(зир).а.т.и;озирати;7;v;;62; 753;
2942;309;зар҄;об.(зар҄).а.т.и;озар҄ꙗти;7;v;;62; 753;
2943;309;зар;об.(зар).и.т.и;озарити;1;v;;62; 753;
2941;286;жи;об.(жи).т.и;ожити;4h;v;;707;;
2940;288;жид;об.(жид).а.т.и;ожидати;7;v;;659;;
2939;286;жив;об.(жив).и.т.и;оживити;1;v;;707;;
2938;279;жег;об.(жег).т.и;ожещи;4c@;v;;668;;
2937;284;жест;об.(жест).ѣ.т.и;ожестѣти;7;v;;;;
2936;284;жест;об.(жест).оч.и.т.и;ожесточити;1;v;;;;
2935;284;жест;об.(жест).оч.а.н.ьj.е;ожесточаниѥ;2/n;n;;;;
2934;284;жест;об.(жест).и.т.и;ожестити;1;v;;;;
2933;283;жен;об.(жен).и.т.и;оженити;1;v;;;;
2929;225;дѣ;об.(дѣi̯).а.т.и;одѣꙗти;3;v;;822;;
2928;225;дѣ;об.(дѣi̯).а.н.ьj.е;одѣꙗниѥ;2/n;n;;822;;
2927;225;дѣ;об.(дѣi̯).а.л.о;одѣꙗло;2/n;n;;822;;
2932;225;дѣ;об.(дѣ).т.и;одѣти;0;v;;822;;
2931;225;дѣ;об.(дѣ).н.ьj.е;одѣниѥ;2/n;n;;822;;
2930;225;дѣ;об.(дѣ).в.а.т.и;одѣвати;7;v;;822;;
2926;220;дьр;об.(дьр).а.т.и;одьрати;3°*;v;;750;;
2925;263;дъжд;об.(дъжд).и.т.и;одъждити;1;v;;;;
2924;263;дъжд;об.(дъжд).а.т.и;одъждати;7;v;;;;
2923;632;одр;(одр).ьц.ь;одрьць;2/m;n;;;;
2922;250;дрьж;об.(дрьж).ѣ.т.и;одрьжати;2;v;;;;
2921;250;дрьж;об.(дрьж).ѣ.н.ьj.е;одрьжаниѥ;2/n;n;;;;
2920;632;одр;(одр).ъ;одръ;2/m;n;;;;
2919;237;дол;об.(дол).ѣ.т.и;одолѣти;7;v;;;;
2918;237;дол;об.(дол).ѣ.н.ьj.е;одолѣниѥ;2/n;n;;;;
2917;237;дол;об.(дол).ѣ.в.а.т.и;одолѣвати;7;v;;;;
2916;225;дежд;об.(дежд).ьн.ъ;одеждьнъ;2/a;a;;822;;
2915;225;дежд;об.(дежд).а;одежда;2/f;n;;822;;
2914;216;да;об.(да).р.и.т.и;одарити;1;v;;820;;
2913;206;грѧд;об.(грѧд).т.и;огрѧсти;4c;v;;;;
2910;192;гражд;об.(гражд).ен.ьj.е;ограждениѥ;2/n;n;;;;
2912;192;град;об.(град).и.т.и;оградити;1;v;;;;
2911;192;град;об.(град).а;ограда;2/f;n;;;;
2909;181;гол;об.(гол).и.т.и;оголити;1;v;;;;
6363;631;огн҄;(огн҄).ьн.ъ;огн҄ьнъ;2/a;a;;655;;
6364;631;огн҄;(огн҄).ь;огн҄ь;2/m;n;;655;;
2908;168;глѧд;об.(глѧд).а.т.и;оглѧдати;7;v;;;;
2907;162;глаш;об.(глаш).ен.ьj.е;оглашениѥ;2/n;n;;819;;
2906;162;глаш;об.(глаш).а.т.и;оглашати;7;v;;819;;
2905;162;глас;об.(глас).и.т.и;огласити;1;v;;819;;
2904;159;гла.гол;об.((гла.гол)).а.т.и;оглаголати;3;v;;819; 835;
2903;159;гла.гол;об.((гла.гол)).а.н.ьj.е;оглаголаниѥ;2/n;n;;819; 835;
2902;158;главл҄;об.(главл҄).ен.ьj.е;оглавл҄ѥниѥ;2/n;n;;;;
2901;630;огав;((огав)).ьj.е;огавиѥ;2/n;n;;;;
2900;627;ов;(ов).ьч.ѧ;овьчѧ;0/n;n;;;;
2899;627;ов;(ов).ьч.ь;овьчь;2/a;a;;;;
2898;627;ов;(ов).ьц.а;овьца;2/f;n;;;;
2896;627;ов;(ов).ьн҄.ь;овьн҄ь;2/a;a;;;;
2897;627;ов;(ов).ьн.ъ;овьнъ;2/m;n;;;;
2895;133;овыс;((овыс)).и.т.и;овысити;1;v;;;;
2894;130;овътор;((овътор)).и.т.и;овъторити;1;v;;;;
2893;628;ов;(ов).ъ;овъ;2/p;a;;796;;
2892;629;овощ;((овощ)).ьн.ъ;овощьнъ;2/a;a;;;;
2891;629;овощ;((овощ)).е;овоще;2/n;n;;;;
2778;111;ѫ;об.(ѫ).х.а.т.и;обѫхати;7;v;;812;;
2777;755;род;об.ѫ.(род).ѣ.т.и;обѫродѣти;7;v;;657;;
2776;148;ѫз;об.(ѫз).ъ;обѫзъ;2/m;n;;655; 817;
2890;1116;ѧщр҄;об.(ѧщр҄).ен.ьj.е;обѧщр҄ѥниѥ;2/n;n;;;;
2887;1116;ѧтр҄;об.(ѧтр҄).а.т.и;обѧтр҄ꙗти;7;v;;;;
2889;1116;ѧтр;об.(ѧтр).и.т.и;обѧтрити;1;v;;;;
2888;334;ѧ;об.(ѧ).т.и;обѧти;4h;v;;655; 691;
2886;148;вѧз;об.(вѧз).а.т.и;обѧзати;3;v;;655; 817;
2885;148;вѧз;об.(вѧз).а.н.ьj.е;обѧзаниѥ;2/n;n;;655; 817;
2884;137;вѣщ;об.(вѣщ).а.т.и;обѣщати;7;v;;815;;
2883;137;вѣщ;об.(вѣщ).а.н.ьj.е;обѣщаниѥ;2/n;n;;815;;
2882;137;вѣщ;об.(вѣщ).а.в.а.т.и;обѣщавати;7;v;;815;;
2881;101;вѣш;об.(вѣш).а.т.и;обѣшати;7;v;;663;;
2880;137;вѣт;об.(вѣт).ъ;обѣтъ;2/m;n;;815;;
2879;137;вѣт;об.(вѣт).ов.а.н.ьj.е;обѣтованиѥ;2/n;n;;815;;
6324;1113;ѣд;об.(ѣд).т.и;обѣсти;0;v;;839;;
2878;101;вѣс;об.(вѣс).и.т.и;обѣсити;1;v;;663;;
2877;1113;ѣд;об.(ѣд).ъ;обѣдъ;2/m;n;;839;;
2876;1113;ѣд;об.(ѣд).ов.а.т.и;обѣдовати;6;v;;839;;
2875;1113;ѣд;об.(ѣд).а.н.ьj.е;обѣданиѥ;2/n;n;;839;;
2874;623;об;(об).ьщ.ьств.о;обьщьство;2/n;n;;655;;
2873;623;об;(об).ьщ.ьн.ъ;обьщьнъ;2/a;a;;655;;
2872;623;об;(об).ьщ.ьн.ик.ъ;обьщьникъ;2/m;n;;655;;
